bottom_ci,mean,move_relative_day_bin,top_ci
96.9332611200407,6159.691527219748,"[-98, -70)",95.37219078342878
90.54607492286232,6016.5936586189155,"[-70, -42)",85.89740202403937
88.88511651433419,6010.66124750588,"[-42, -14)",81.9436038554586
72.5702671203453,5686.262318650088,"[14, 42)",74.83123021137362
83.19032616019194,5767.935484448782,"[42, 70)",89.19434624051064
89.58666743766025,5738.606013460031,"[70, 98)",87.94748922785311
