diff_t1k_minc,diff_t1k_minc_bin,ws_diff,ws_diff_bin,steps_diff
-12881.6953125,"[-inf, -6250)",-41.0,"(-48, -16]",1995.7777777777771
-12881.6953125,"[-inf, -6250)",-41.0,"(-48, -16]",503.62745098039164
-12881.6953125,"[-inf, -6250)",-41.0,"(-48, -16]",-9488.583333333332
-12881.6953125,"[-inf, -6250)",-41.0,"(-48, -16]",24.88963210702423
-10185.609375,"[-inf, -6250)",-41.0,"(-48, -16]",1918.1462361382276
-9425.125,"[-inf, -6250)",-41.0,"(-48, -16]",-1785.5358438230694
-9425.125,"[-inf, -6250)",-41.0,"(-48, -16]",-2097.817318427884
-7188.9375,"[-inf, -6250)",-41.0,"(-48, -16]",991.7357859531777
-6243.140625,"[-6250, 6954)",-41.0,"(-48, -16]",-1445.514854955096
-2542.47265625,"[-6250, 6954)",-41.0,"(-48, -16]",-549.9898989898988
-1367.23046875,"[-6250, 6954)",-41.0,"(-48, -16]",561.590909090909
-866.20703125,"[-6250, 6954)",-41.0,"(-48, -16]",523.353260869565
938.8203125,"[-6250, 6954)",-41.0,"(-48, -16]",2840.08923076923
1400.21875,"[-6250, 6954)",-41.0,"(-48, -16]",-1378.79
1952.05859375,"[-6250, 6954)",-41.0,"(-48, -16]",794.090909090909
5542.56640625,"[-6250, 6954)",-41.0,"(-48, -16]",-1089.2415384615397
5542.56640625,"[-6250, 6954)",-41.0,"(-48, -16]",-1825.4
7325.94921875,"[6954, inf)",-41.0,"(-48, -16]",-159.95192307692287
8281.39453125,"[6954, inf)",-41.0,"(-48, -16]",2013.9023391735
26764.28515625,"[6954, inf)",-41.0,"(-48, -16]",-434.72727272727246
-44451.484375,"[-inf, -6250)",-40.0,"(-48, -16]",855.375
-25664.0390625,"[-inf, -6250)",-40.0,"(-48, -16]",-2692.090909090909
-18783.3984375,"[-inf, -6250)",-40.0,"(-48, -16]",-5017.4358974358975
-17100.7421875,"[-inf, -6250)",-40.0,"(-48, -16]",428.4261538461542
-17097.2890625,"[-inf, -6250)",-40.0,"(-48, -16]",87.25333333333309
-12832.3984375,"[-inf, -6250)",-40.0,"(-48, -16]",-620.5020169075124
-12832.3984375,"[-inf, -6250)",-40.0,"(-48, -16]",-658.1904761904769
-12832.3984375,"[-inf, -6250)",-40.0,"(-48, -16]",-3261.6822701361884
-12832.3984375,"[-inf, -6250)",-40.0,"(-48, -16]",-500.6020491571094
-12193.51953125,"[-inf, -6250)",-40.0,"(-48, -16]",-593.5826086956522
-9882.73046875,"[-inf, -6250)",-40.0,"(-48, -16]",856.2756959859398
-7886.33203125,"[-inf, -6250)",-40.0,"(-48, -16]",296.3397435897432
-7257.109375,"[-inf, -6250)",-40.0,"(-48, -16]",535.4848484848485
-7147.1875,"[-inf, -6250)",-40.0,"(-48, -16]",731.8661383138177
-6948.5390625,"[-inf, -6250)",-40.0,"(-48, -16]",3008.4411764705883
-3353.9609375,"[-6250, 6954)",-40.0,"(-48, -16]",867.7692307692305
-2467.1484375,"[-6250, 6954)",-40.0,"(-48, -16]",-783.5
-2361.51953125,"[-6250, 6954)",-40.0,"(-48, -16]",2118.5714285714284
-2114.37109375,"[-6250, 6954)",-40.0,"(-48, -16]",-1142.471428571428
-775.9609375,"[-6250, 6954)",-40.0,"(-48, -16]",-2068.4871794871788
237.27734375,"[-6250, 6954)",-40.0,"(-48, -16]",-274.38678817826667
938.8203125,"[-6250, 6954)",-40.0,"(-48, -16]",-883.7738571170457
1555.30078125,"[-6250, 6954)",-40.0,"(-48, -16]",377.04545883933366
1555.30078125,"[-6250, 6954)",-40.0,"(-48, -16]",2148.2914487151584
3530.7890625,"[-6250, 6954)",-40.0,"(-48, -16]",-1228.0
3769.609375,"[-6250, 6954)",-40.0,"(-48, -16]",841.7733333333334
7356.64453125,"[6954, inf)",-40.0,"(-48, -16]",-600.7580205740907
9870.09765625,"[6954, inf)",-40.0,"(-48, -16]",-686.9047619047619
15093.078125,"[6954, inf)",-40.0,"(-48, -16]",-2214.722222222222
29774.8828125,"[6954, inf)",-40.0,"(-48, -16]",-1624.0323076923078
-16412.81640625,"[-inf, -6250)",-39.0,"(-48, -16]",2041.2634271099741
-8900.59765625,"[-inf, -6250)",-39.0,"(-48, -16]",-660.1503496503501
-8663.3203125,"[-inf, -6250)",-39.0,"(-48, -16]",-3911.4193411088704
-7108.2421875,"[-inf, -6250)",-39.0,"(-48, -16]",-2129.7993311036803
-6669.8515625,"[-inf, -6250)",-39.0,"(-48, -16]",1106.5
-5872.2265625,"[-6250, 6954)",-39.0,"(-48, -16]",1454.4261352055667
-5872.2265625,"[-6250, 6954)",-39.0,"(-48, -16]",2370.6133333333332
-3607.01953125,"[-6250, 6954)",-39.0,"(-48, -16]",47.0
-3607.01953125,"[-6250, 6954)",-39.0,"(-48, -16]",-3660.0015384615385
457.296875,"[-6250, 6954)",-39.0,"(-48, -16]",-6885.8725
1001.27734375,"[-6250, 6954)",-39.0,"(-48, -16]",-2351.25
1001.27734375,"[-6250, 6954)",-39.0,"(-48, -16]",-1267.9473684210525
1001.27734375,"[-6250, 6954)",-39.0,"(-48, -16]",-2356.733333333333
4052.48828125,"[-6250, 6954)",-39.0,"(-48, -16]",4221.124615384615
4052.48828125,"[-6250, 6954)",-39.0,"(-48, -16]",353.319327731092
4052.48828125,"[-6250, 6954)",-39.0,"(-48, -16]",2472.2446153846163
4458.32421875,"[-6250, 6954)",-39.0,"(-48, -16]",2577.305555555557
5542.56640625,"[-6250, 6954)",-39.0,"(-48, -16]",1474.1046153846155
5542.56640625,"[-6250, 6954)",-39.0,"(-48, -16]",423.6570512820512
5542.56640625,"[-6250, 6954)",-39.0,"(-48, -16]",2084.342857142857
5542.56640625,"[-6250, 6954)",-39.0,"(-48, -16]",-678.8407717857554
5542.56640625,"[-6250, 6954)",-39.0,"(-48, -16]",-1368.149468722784
8657.44140625,"[6954, inf)",-39.0,"(-48, -16]",-3083.001666666666
15425.296875,"[6954, inf)",-39.0,"(-48, -16]",4698.869230769231
18303.90625,"[6954, inf)",-39.0,"(-48, -16]",-472.12999999999914
28067.16796875,"[6954, inf)",-39.0,"(-48, -16]",-1576.50700280112
52353.4375,"[6954, inf)",-39.0,"(-48, -16]",-592.2862745098041
-22380.83984375,"[-inf, -6250)",-38.0,"(-48, -16]",-2618.75
-18962.203125,"[-inf, -6250)",-38.0,"(-48, -16]",-731.0819397993318
-18962.203125,"[-inf, -6250)",-38.0,"(-48, -16]",2181.4710500710003
-18962.203125,"[-inf, -6250)",-38.0,"(-48, -16]",-1521.7743271221536
-17035.5546875,"[-inf, -6250)",-38.0,"(-48, -16]",-1673.003105590063
-5529.87890625,"[-6250, 6954)",-38.0,"(-48, -16]",-3207.9230769230767
-2821.1484375,"[-6250, 6954)",-38.0,"(-48, -16]",792.704710144928
-2821.1484375,"[-6250, 6954)",-38.0,"(-48, -16]",-8167.015151515153
-2821.1484375,"[-6250, 6954)",-38.0,"(-48, -16]",-370.73913043478206
-1615.03515625,"[-6250, 6954)",-38.0,"(-48, -16]",1754.75
-135.8359375,"[-6250, 6954)",-38.0,"(-48, -16]",-4519.381050748769
1231.27734375,"[-6250, 6954)",-38.0,"(-48, -16]",579.7272727272725
1441.453125,"[-6250, 6954)",-38.0,"(-48, -16]",-3575.1141967680833
2734.3125,"[-6250, 6954)",-38.0,"(-48, -16]",-4691.6
2858.18359375,"[-6250, 6954)",-38.0,"(-48, -16]",-2986.393152526029
2858.18359375,"[-6250, 6954)",-38.0,"(-48, -16]",-307.969696969697
8657.44140625,"[6954, inf)",-38.0,"(-48, -16]",5286.0
12932.9609375,"[6954, inf)",-38.0,"(-48, -16]",484.81360659764323
14418.4765625,"[6954, inf)",-38.0,"(-48, -16]",-3038.6204545568635
17397.3203125,"[6954, inf)",-38.0,"(-48, -16]",-536.8431023493335
17397.3203125,"[6954, inf)",-38.0,"(-48, -16]",1059.9
17426.640625,"[6954, inf)",-38.0,"(-48, -16]",-37.067307692307615
17426.640625,"[6954, inf)",-38.0,"(-48, -16]",34.74434782608705
17426.640625,"[6954, inf)",-38.0,"(-48, -16]",-923.0333333333333
19757.90234375,"[6954, inf)",-38.0,"(-48, -16]",694.205128205129
19757.90234375,"[6954, inf)",-38.0,"(-48, -16]",-1308.2777777777776
19757.90234375,"[6954, inf)",-38.0,"(-48, -16]",-279.8833333333332
34876.79296875,"[6954, inf)",-38.0,"(-48, -16]",-1981.0
-33183.87890625,"[-inf, -6250)",-37.0,"(-48, -16]",-55.84414209600004
-33183.87890625,"[-inf, -6250)",-37.0,"(-48, -16]",118.68444420958168
-25021.125,"[-inf, -6250)",-37.0,"(-48, -16]",-3776.648175603882
-21666.1953125,"[-inf, -6250)",-37.0,"(-48, -16]",4405.641538461538
-13996.6953125,"[-inf, -6250)",-37.0,"(-48, -16]",789.1027445131723
-11691.8203125,"[-inf, -6250)",-37.0,"(-48, -16]",-2860.8
-9236.16015625,"[-inf, -6250)",-37.0,"(-48, -16]",-1422.671175732185
-8162.859375,"[-inf, -6250)",-37.0,"(-48, -16]",134.27272727272702
-7871.58203125,"[-inf, -6250)",-37.0,"(-48, -16]",-265.27472527472537
-7509.578125,"[-inf, -6250)",-37.0,"(-48, -16]",665.6726190476184
-7360.4375,"[-inf, -6250)",-37.0,"(-48, -16]",-1019.2338029632609
-5701.5078125,"[-6250, 6954)",-37.0,"(-48, -16]",-3190.7762418816474
-5701.5078125,"[-6250, 6954)",-37.0,"(-48, -16]",-3230.727495425516
-2879.046875,"[-6250, 6954)",-37.0,"(-48, -16]",3015.754782608696
-2879.046875,"[-6250, 6954)",-37.0,"(-48, -16]",22157.66666666667
-2879.046875,"[-6250, 6954)",-37.0,"(-48, -16]",5774.181666666666
547.625,"[-6250, 6954)",-37.0,"(-48, -16]",-5511.000548287157
1775.3203125,"[-6250, 6954)",-37.0,"(-48, -16]",-2327.692307692308
2508.71875,"[-6250, 6954)",-37.0,"(-48, -16]",-744.6495238095239
7831.55859375,"[6954, inf)",-37.0,"(-48, -16]",1123.0061538461541
7831.55859375,"[6954, inf)",-37.0,"(-48, -16]",-482.06547619047615
7831.55859375,"[6954, inf)",-37.0,"(-48, -16]",1471.4122807017545
7831.55859375,"[6954, inf)",-37.0,"(-48, -16]",213.50956937799043
11456.40625,"[6954, inf)",-37.0,"(-48, -16]",-997.6257232673497
11456.40625,"[6954, inf)",-37.0,"(-48, -16]",177.84666666666638
14448.67578125,"[6954, inf)",-37.0,"(-48, -16]",42.30153846153871
18128.45703125,"[6954, inf)",-37.0,"(-48, -16]",1154.0512820512822
18128.45703125,"[6954, inf)",-37.0,"(-48, -16]",-6776.0666666666675
27318.49609375,"[6954, inf)",-37.0,"(-48, -16]",-1601.9588122201294
27318.49609375,"[6954, inf)",-37.0,"(-48, -16]",-3627.8314285714287
-34460.5625,"[-inf, -6250)",-36.0,"(-48, -16]",-2472.153343413699
-29146.8359375,"[-inf, -6250)",-36.0,"(-48, -16]",-2219.661946613333
-28621.9453125,"[-inf, -6250)",-36.0,"(-48, -16]",-1147.0213903743318
-27528.7734375,"[-inf, -6250)",-36.0,"(-48, -16]",-968.385714285715
-21176.5234375,"[-inf, -6250)",-36.0,"(-48, -16]",-5052.611940656332
-10815.4921875,"[-inf, -6250)",-36.0,"(-48, -16]",-368.04444444444465
-10178.76171875,"[-inf, -6250)",-36.0,"(-48, -16]",2505.09
-9565.83203125,"[-inf, -6250)",-36.0,"(-48, -16]",29.324500867989173
-9565.83203125,"[-inf, -6250)",-36.0,"(-48, -16]",-1524.9206349206347
-9010.19921875,"[-inf, -6250)",-36.0,"(-48, -16]",1595.3529411764707
-7335.9140625,"[-inf, -6250)",-36.0,"(-48, -16]",-2375.253205128205
-6894.06640625,"[-inf, -6250)",-36.0,"(-48, -16]",-2188.0550000000007
-6683.67578125,"[-inf, -6250)",-36.0,"(-48, -16]",-5113.727272727273
-6683.67578125,"[-inf, -6250)",-36.0,"(-48, -16]",1708.315019835762
-6683.67578125,"[-inf, -6250)",-36.0,"(-48, -16]",-3477.5666666666657
-6683.67578125,"[-inf, -6250)",-36.0,"(-48, -16]",-303.91666666666697
-5529.87890625,"[-6250, 6954)",-36.0,"(-48, -16]",2982.694117647058
-984.99609375,"[-6250, 6954)",-36.0,"(-48, -16]",-5145.40909090909
478.7734375,"[-6250, 6954)",-36.0,"(-48, -16]",-3791.81
3185.8203125,"[-6250, 6954)",-36.0,"(-48, -16]",3157.875879532397
4871.203125,"[-6250, 6954)",-36.0,"(-48, -16]",3700.397476412778
12182.8359375,"[6954, inf)",-36.0,"(-48, -16]",-494.37215050812256
14331.03125,"[6954, inf)",-36.0,"(-48, -16]",-3497.892647511262
14534.8515625,"[6954, inf)",-36.0,"(-48, -16]",469.5454545454545
16708.10546875,"[6954, inf)",-36.0,"(-48, -16]",156.1538461538457
39323.984375,"[6954, inf)",-36.0,"(-48, -16]",-472.62132426731796
,,-36.0,"(-48, -16]",1455.913461538462
,,-36.0,"(-48, -16]",1294.0
,,-36.0,"(-48, -16]",-4391.412307692307
-25719.9296875,"[-inf, -6250)",-35.0,"(-48, -16]",-1737.1511656337286
-25457.49609375,"[-inf, -6250)",-35.0,"(-48, -16]",-4339.291341147001
-17777.171875,"[-inf, -6250)",-35.0,"(-48, -16]",705.7727272727275
-12916.578125,"[-inf, -6250)",-35.0,"(-48, -16]",377.6175470422263
-12916.578125,"[-inf, -6250)",-35.0,"(-48, -16]",384.0
-8223.40234375,"[-inf, -6250)",-35.0,"(-48, -16]",-363.18310815170304
-3268.71484375,"[-6250, 6954)",-35.0,"(-48, -16]",-73.53968253968287
-74.453125,"[-6250, 6954)",-35.0,"(-48, -16]",-448.9377777777777
10.51953125,"[-6250, 6954)",-35.0,"(-48, -16]",-1557.415059407229
506.69140625,"[-6250, 6954)",-35.0,"(-48, -16]",1347.2521739130434
1700.40625,"[-6250, 6954)",-35.0,"(-48, -16]",1957.7
2508.71875,"[-6250, 6954)",-35.0,"(-48, -16]",402.051428571428
4003.48046875,"[-6250, 6954)",-35.0,"(-48, -16]",5870.5
5542.56640625,"[-6250, 6954)",-35.0,"(-48, -16]",70.14102564102586
7458.30078125,"[6954, inf)",-35.0,"(-48, -16]",3073.4
7458.30078125,"[6954, inf)",-35.0,"(-48, -16]",-1030.8461538461543
9842.640625,"[6954, inf)",-35.0,"(-48, -16]",874.4300000000003
15425.296875,"[6954, inf)",-35.0,"(-48, -16]",816.8630952380954
15808.87109375,"[6954, inf)",-35.0,"(-48, -16]",281.37538461538503
17091.4609375,"[6954, inf)",-35.0,"(-48, -16]",1885.36
18489.2734375,"[6954, inf)",-35.0,"(-48, -16]",-699.9230769230771
23107.6484375,"[6954, inf)",-35.0,"(-48, -16]",366.23999999999984
28651.9921875,"[6954, inf)",-35.0,"(-48, -16]",-1215.4753846153844
33301.5859375,"[6954, inf)",-35.0,"(-48, -16]",3169.0
-57109.23828125,"[-inf, -6250)",-34.0,"(-48, -16]",3683.236842105263
-42747.41015625,"[-inf, -6250)",-34.0,"(-48, -16]",1294.2726693175418
-28898.625,"[-inf, -6250)",-34.0,"(-48, -16]",-2682.902777777777
-25915.10546875,"[-inf, -6250)",-34.0,"(-48, -16]",-15.17216117216094
-22730.59375,"[-inf, -6250)",-34.0,"(-48, -16]",-2321.21380286784
-19209.12109375,"[-inf, -6250)",-34.0,"(-48, -16]",808.1176470588234
-14333.0078125,"[-inf, -6250)",-34.0,"(-48, -16]",226.1835748792273
-12533.48046875,"[-inf, -6250)",-34.0,"(-48, -16]",1020.5
-12533.48046875,"[-inf, -6250)",-34.0,"(-48, -16]",-173.7700000000004
-3621.0859375,"[-6250, 6954)",-34.0,"(-48, -16]",398.0416666666665
-3621.0859375,"[-6250, 6954)",-34.0,"(-48, -16]",191.97233201581048
-3621.0859375,"[-6250, 6954)",-34.0,"(-48, -16]",760.5476190476187
-1615.03515625,"[-6250, 6954)",-34.0,"(-48, -16]",-425.11403508771895
-1304.01953125,"[-6250, 6954)",-34.0,"(-48, -16]",-555.7285714285717
-1304.01953125,"[-6250, 6954)",-34.0,"(-48, -16]",6308.26
1831.57421875,"[-6250, 6954)",-34.0,"(-48, -16]",-563.25
2246.8359375,"[-6250, 6954)",-34.0,"(-48, -16]",-1035.3333333333335
4838.37890625,"[-6250, 6954)",-34.0,"(-48, -16]",621.1387559808609
5206.81640625,"[-6250, 6954)",-34.0,"(-48, -16]",1472.5133779264215
5206.81640625,"[-6250, 6954)",-34.0,"(-48, -16]",2932.916666666667
5542.56640625,"[-6250, 6954)",-34.0,"(-48, -16]",-2866.0169230769234
8074.87109375,"[6954, inf)",-34.0,"(-48, -16]",219.94466403162048
8657.44140625,"[6954, inf)",-34.0,"(-48, -16]",1526.092307692307
10753.6171875,"[6954, inf)",-34.0,"(-48, -16]",-1243.608333333333
11456.40625,"[6954, inf)",-34.0,"(-48, -16]",-1318.7402502650748
14072.40625,"[6954, inf)",-34.0,"(-48, -16]",-1445.6269841269839
23511.890625,"[6954, inf)",-34.0,"(-48, -16]",-5449.807692307692
30438.78515625,"[6954, inf)",-34.0,"(-48, -16]",642.090909090909
43901.46875,"[6954, inf)",-34.0,"(-48, -16]",-4327.359286436233
-20771.109375,"[-inf, -6250)",-33.0,"(-48, -16]",-2173.444444444445
-15360.41796875,"[-inf, -6250)",-33.0,"(-48, -16]",-2373.75
-14693.67578125,"[-inf, -6250)",-33.0,"(-48, -16]",-3.3226734801003204
-14693.67578125,"[-inf, -6250)",-33.0,"(-48, -16]",-1239.458082846212
-14693.67578125,"[-inf, -6250)",-33.0,"(-48, -16]",-370.23352676900026
-12299.34765625,"[-inf, -6250)",-33.0,"(-48, -16]",-4019.525
-12289.6640625,"[-inf, -6250)",-33.0,"(-48, -16]",55.35426410182481
-10999.109375,"[-inf, -6250)",-33.0,"(-48, -16]",-1357.1315789473686
-9681.0859375,"[-inf, -6250)",-33.0,"(-48, -16]",1987.9126984126974
-9652.58984375,"[-inf, -6250)",-33.0,"(-48, -16]",830.75
-8513.046875,"[-inf, -6250)",-33.0,"(-48, -16]",1282.3653846153848
-7360.4375,"[-inf, -6250)",-33.0,"(-48, -16]",-724.0672754847693
-5941.77734375,"[-6250, 6954)",-33.0,"(-48, -16]",1339.8739905104296
-5027.93359375,"[-6250, 6954)",-33.0,"(-48, -16]",-6501.06923076923
-4543.6875,"[-6250, 6954)",-33.0,"(-48, -16]",-230.46402536434883
-2126.32421875,"[-6250, 6954)",-33.0,"(-48, -16]",1050.0769230769229
-1448.41796875,"[-6250, 6954)",-33.0,"(-48, -16]",4259.920349121819
406.5546875,"[-6250, 6954)",-33.0,"(-48, -16]",-1675.2315789473682
1163.97265625,"[-6250, 6954)",-33.0,"(-48, -16]",-2965.2292307692296
3542.28515625,"[-6250, 6954)",-33.0,"(-48, -16]",-5086.769230769231
3769.609375,"[-6250, 6954)",-33.0,"(-48, -16]",-1438.4888888888888
3769.609375,"[-6250, 6954)",-33.0,"(-48, -16]",-356.6785714285716
3769.609375,"[-6250, 6954)",-33.0,"(-48, -16]",3746.666666666666
4105.453125,"[-6250, 6954)",-33.0,"(-48, -16]",-3579.482180045277
4768.828125,"[-6250, 6954)",-33.0,"(-48, -16]",-698.4761904761899
5542.56640625,"[-6250, 6954)",-33.0,"(-48, -16]",353.88786157513914
6701.578125,"[-6250, 6954)",-33.0,"(-48, -16]",-2417.449907873555
6701.578125,"[-6250, 6954)",-33.0,"(-48, -16]",-9510.012307692308
6701.578125,"[-6250, 6954)",-33.0,"(-48, -16]",-2063.5565217391304
7460.71875,"[6954, inf)",-33.0,"(-48, -16]",2283.5526315789475
7516.08203125,"[6954, inf)",-33.0,"(-48, -16]",-2548.034047442876
8331.67578125,"[6954, inf)",-33.0,"(-48, -16]",-505.1052631578948
8657.44140625,"[6954, inf)",-33.0,"(-48, -16]",-855.7142857142853
10957.94140625,"[6954, inf)",-33.0,"(-48, -16]",-132.86478069275378
10957.94140625,"[6954, inf)",-33.0,"(-48, -16]",-4997.298072838954
16871.37109375,"[6954, inf)",-33.0,"(-48, -16]",-989.0714285714283
18736.484375,"[6954, inf)",-33.0,"(-48, -16]",3128.8826086956524
23670.765625,"[6954, inf)",-33.0,"(-48, -16]",-487.0611764705881
-46679.2890625,"[-inf, -6250)",-32.0,"(-48, -16]",3222.876030278838
-46491.9453125,"[-inf, -6250)",-32.0,"(-48, -16]",1204.5
-35598.14453125,"[-inf, -6250)",-32.0,"(-48, -16]",-3361.202945986429
-34663.45703125,"[-inf, -6250)",-32.0,"(-48, -16]",636.0116666666663
-30420.3984375,"[-inf, -6250)",-32.0,"(-48, -16]",1165.166666666667
-30420.3984375,"[-inf, -6250)",-32.0,"(-48, -16]",-3016.666666666667
-27538.55078125,"[-inf, -6250)",-32.0,"(-48, -16]",1846.1295865916613
-24136.85546875,"[-inf, -6250)",-32.0,"(-48, -16]",-2021.583333333333
-23813.2734375,"[-inf, -6250)",-32.0,"(-48, -16]",-5290.392307692309
-16721.12890625,"[-inf, -6250)",-32.0,"(-48, -16]",80.97499999999991
-16721.12890625,"[-inf, -6250)",-32.0,"(-48, -16]",2217.3892307692317
-15738.45703125,"[-inf, -6250)",-32.0,"(-48, -16]",3758.841177469404
-15738.45703125,"[-inf, -6250)",-32.0,"(-48, -16]",1781.0007275796313
-14968.0,"[-inf, -6250)",-32.0,"(-48, -16]",920.9283333333333
-10573.08984375,"[-inf, -6250)",-32.0,"(-48, -16]",-1294.6666666666665
-9468.96484375,"[-inf, -6250)",-32.0,"(-48, -16]",-241.4761904761908
-9429.51171875,"[-inf, -6250)",-32.0,"(-48, -16]",-1988.8123357890488
-9403.2421875,"[-inf, -6250)",-32.0,"(-48, -16]",-1242.6729729531962
-8230.05078125,"[-inf, -6250)",-32.0,"(-48, -16]",-1044.5300000000007
-8027.93359375,"[-inf, -6250)",-32.0,"(-48, -16]",363.9750652295834
-7423.94140625,"[-inf, -6250)",-32.0,"(-48, -16]",-564.0
-7423.94140625,"[-inf, -6250)",-32.0,"(-48, -16]",1400.25
-3699.48046875,"[-6250, 6954)",-32.0,"(-48, -16]",1066.5388607214213
36.34765625,"[-6250, 6954)",-32.0,"(-48, -16]",7191.727272727273
1082.86328125,"[-6250, 6954)",-32.0,"(-48, -16]",-1420.125
4134.38671875,"[-6250, 6954)",-32.0,"(-48, -16]",-2406.990384615385
5542.56640625,"[-6250, 6954)",-32.0,"(-48, -16]",1618.0
5542.56640625,"[-6250, 6954)",-32.0,"(-48, -16]",-182.1230769230769
5542.56640625,"[-6250, 6954)",-32.0,"(-48, -16]",-601.333333333333
5542.56640625,"[-6250, 6954)",-32.0,"(-48, -16]",1534.6521739130435
7430.75390625,"[6954, inf)",-32.0,"(-48, -16]",3762.5658307801427
10446.07421875,"[6954, inf)",-32.0,"(-48, -16]",2939.4551827664286
11240.6796875,"[6954, inf)",-32.0,"(-48, -16]",-4399.5615384615385
12763.84375,"[6954, inf)",-32.0,"(-48, -16]",2795.1111111111113
14027.8515625,"[6954, inf)",-32.0,"(-48, -16]",6244.2129828624375
36302.30078125,"[6954, inf)",-32.0,"(-48, -16]",5686.93
-44380.6015625,"[-inf, -6250)",-31.0,"(-48, -16]",489.8809523809523
-34275.984375,"[-inf, -6250)",-31.0,"(-48, -16]",-989.6410256410254
-34275.984375,"[-inf, -6250)",-31.0,"(-48, -16]",2357.5263157894738
-34275.984375,"[-inf, -6250)",-31.0,"(-48, -16]",1889.75
-23370.01171875,"[-inf, -6250)",-31.0,"(-48, -16]",1327.9857142857145
-20093.546875,"[-inf, -6250)",-31.0,"(-48, -16]",-3629.077898550725
-19896.4765625,"[-inf, -6250)",-31.0,"(-48, -16]",-1404.829545454545
-17606.9140625,"[-inf, -6250)",-31.0,"(-48, -16]",-8680.573333333334
-14586.9140625,"[-inf, -6250)",-31.0,"(-48, -16]",298.64848484848426
-10870.5625,"[-inf, -6250)",-31.0,"(-48, -16]",-5756.5669485511535
-6162.12890625,"[-6250, 6954)",-31.0,"(-48, -16]",1223.6071428571433
-5958.4765625,"[-6250, 6954)",-31.0,"(-48, -16]",-1040.833333333333
-4000.697265625,"[-6250, 6954)",-31.0,"(-48, -16]",-5825.447380873768
-4000.697265625,"[-6250, 6954)",-31.0,"(-48, -16]",-5837.0515359184765
-3244.60546875,"[-6250, 6954)",-31.0,"(-48, -16]",296.83333333333394
1231.27734375,"[-6250, 6954)",-31.0,"(-48, -16]",1783.8535664218455
2690.78515625,"[-6250, 6954)",-31.0,"(-48, -16]",-1850.3900676094918
3803.33984375,"[-6250, 6954)",-31.0,"(-48, -16]",-6537.421052631578
3958.15234375,"[-6250, 6954)",-31.0,"(-48, -16]",987.9766527243482
4335.74609375,"[-6250, 6954)",-31.0,"(-48, -16]",-1791.2418181818186
5542.56640625,"[-6250, 6954)",-31.0,"(-48, -16]",-3348.786227795088
6926.86328125,"[-6250, 6954)",-31.0,"(-48, -16]",3064.060200188643
7408.43359375,"[6954, inf)",-31.0,"(-48, -16]",-567.1298701298701
8325.84765625,"[6954, inf)",-31.0,"(-48, -16]",-3114.336923076923
10152.203125,"[6954, inf)",-31.0,"(-48, -16]",62.91666666666653
10152.203125,"[6954, inf)",-31.0,"(-48, -16]",1023.4983003791667
13658.984375,"[6954, inf)",-31.0,"(-48, -16]",-10491.923076923076
16024.6484375,"[6954, inf)",-31.0,"(-48, -16]",153.52991452991458
16688.1484375,"[6954, inf)",-31.0,"(-48, -16]",-1104.5449557448662
17091.4609375,"[6954, inf)",-31.0,"(-48, -16]",-796.1490384615381
18153.8671875,"[6954, inf)",-31.0,"(-48, -16]",-944.4551061843918
20738.94921875,"[6954, inf)",-31.0,"(-48, -16]",-2611.978260869565
21299.046875,"[6954, inf)",-31.0,"(-48, -16]",-2198.5966666666664
21299.046875,"[6954, inf)",-31.0,"(-48, -16]",-1692.8060729198169
22876.19921875,"[6954, inf)",-31.0,"(-48, -16]",-515.0555555555558
23929.625,"[6954, inf)",-31.0,"(-48, -16]",273.87987272962164
29224.43359375,"[6954, inf)",-31.0,"(-48, -16]",2482.5738866071515
30243.4453125,"[6954, inf)",-31.0,"(-48, -16]",4066.5951417004053
30423.984375,"[6954, inf)",-31.0,"(-48, -16]",3398.333333333333
38939.0859375,"[6954, inf)",-31.0,"(-48, -16]",-3003.900406385076
38939.0859375,"[6954, inf)",-31.0,"(-48, -16]",1421.875
56919.76953125,"[6954, inf)",-31.0,"(-48, -16]",-2918.2761904761896
,,-31.0,"(-48, -16]",429.456923076923
-31281.20703125,"[-inf, -6250)",-30.0,"(-48, -16]",487.8970588235293
-30672.45703125,"[-inf, -6250)",-30.0,"(-48, -16]",1866.9581136068
-30304.2109375,"[-inf, -6250)",-30.0,"(-48, -16]",-584.318181818182
-18792.15234375,"[-inf, -6250)",-30.0,"(-48, -16]",1168.6376811594205
-18394.54296875,"[-inf, -6250)",-30.0,"(-48, -16]",241.04977375565613
-11283.41015625,"[-inf, -6250)",-30.0,"(-48, -16]",-407.8487378200007
-8498.1171875,"[-inf, -6250)",-30.0,"(-48, -16]",-5768.484615384616
-7423.94140625,"[-inf, -6250)",-30.0,"(-48, -16]",876.038461538461
-5982.91015625,"[-6250, 6954)",-30.0,"(-48, -16]",212.7066666666669
-2538.22265625,"[-6250, 6954)",-30.0,"(-48, -16]",721.7982456140352
-1232.33203125,"[-6250, 6954)",-30.0,"(-48, -16]",1665.2800000000002
-1082.86328125,"[-6250, 6954)",-30.0,"(-48, -16]",19.38461538461525
30.4609375,"[-6250, 6954)",-30.0,"(-48, -16]",-7005.333333333334
