steps_diff,ws_diff,ws_diff_bin
-397.78546842539976,-13.0,"(-16, 16]"
1805.7965686274522,-13.0,"(-16, 16]"
389.38962358678515,-13.0,"(-16, 16]"
-2010.4411764705883,-13.0,"(-16, 16]"
-1130.2684210526318,-13.0,"(-16, 16]"
342.0,-13.0,"(-16, 16]"
2827.7238776477625,-13.0,"(-16, 16]"
744.6999999999997,-13.0,"(-16, 16]"
-1623.1136363636365,-13.0,"(-16, 16]"
148.79999999999927,-12.0,"(-16, 16]"
-1948.9952153110046,-12.0,"(-16, 16]"
-1080.9368421052632,-12.0,"(-16, 16]"
-993.525691699605,-12.0,"(-16, 16]"
-269.04166666666697,-12.0,"(-16, 16]"
506.15000000000015,-12.0,"(-16, 16]"
314.2605566427005,-12.0,"(-16, 16]"
-714.958333333333,-12.0,"(-16, 16]"
1067.0916666666662,-12.0,"(-16, 16]"
-199.90277777777737,-12.0,"(-16, 16]"
-1254.6100233251145,-12.0,"(-16, 16]"
-1117.42,-12.0,"(-16, 16]"
361.57999999999987,-12.0,"(-16, 16]"
-3122.2452173913043,-12.0,"(-16, 16]"
-3839.035714285714,-12.0,"(-16, 16]"
-1870.5000400009521,-12.0,"(-16, 16]"
5355.78,-12.0,"(-16, 16]"
-2220.8166666666666,-12.0,"(-16, 16]"
-143.45933786958338,-12.0,"(-16, 16]"
3939.6730769230767,-12.0,"(-16, 16]"
2790.7166666666667,-12.0,"(-16, 16]"
-3474.8392857142853,-12.0,"(-16, 16]"
-2871.099815777785,-12.0,"(-16, 16]"
1278.5213675213672,-12.0,"(-16, 16]"
2197.683333333333,-12.0,"(-16, 16]"
-977.3472222222226,-12.0,"(-16, 16]"
149.52166666666562,-12.0,"(-16, 16]"
1480.0641025641025,-12.0,"(-16, 16]"
-558.5565610859729,-12.0,"(-16, 16]"
1129.4230769230771,-12.0,"(-16, 16]"
881.3333333333335,-12.0,"(-16, 16]"
17663.73076923077,-12.0,"(-16, 16]"
-1228.7222222222224,-12.0,"(-16, 16]"
-678.3942857142853,-12.0,"(-16, 16]"
-410.83490995841294,-12.0,"(-16, 16]"
-4352.6429695212155,-12.0,"(-16, 16]"
747.833333333333,-12.0,"(-16, 16]"
1913.723515249123,-12.0,"(-16, 16]"
-709.25,-12.0,"(-16, 16]"
2636.115384615385,-12.0,"(-16, 16]"
9544.76923076923,-12.0,"(-16, 16]"
4413.459237981674,-12.0,"(-16, 16]"
-3748.4,-12.0,"(-16, 16]"
-778.2799999999997,-11.0,"(-16, 16]"
-441.52444444444427,-11.0,"(-16, 16]"
-1650.04840305496,-11.0,"(-16, 16]"
-823.9200000000002,-11.0,"(-16, 16]"
-2343.303571428572,-11.0,"(-16, 16]"
-1016.077777777778,-11.0,"(-16, 16]"
4691.909090909091,-11.0,"(-16, 16]"
1186.9329004329002,-11.0,"(-16, 16]"
-969.6192925353388,-11.0,"(-16, 16]"
-5297.275104169066,-11.0,"(-16, 16]"
2201.2222222222226,-11.0,"(-16, 16]"
-2429.8100000000004,-11.0,"(-16, 16]"
-133.57230769230773,-11.0,"(-16, 16]"
239.56000000000043,-11.0,"(-16, 16]"
-524.9995937700005,-11.0,"(-16, 16]"
-1382.9000000000005,-11.0,"(-16, 16]"
-99.51428571428595,-11.0,"(-16, 16]"
917.1800000000003,-11.0,"(-16, 16]"
-6311.490469733136,-11.0,"(-16, 16]"
4438.578938799917,-11.0,"(-16, 16]"
-2263.915930737509,-11.0,"(-16, 16]"
182.6397039786998,-11.0,"(-16, 16]"
-1486.9710144927535,-11.0,"(-16, 16]"
-777.0,-11.0,"(-16, 16]"
-1230.9095238095238,-11.0,"(-16, 16]"
-155.01608721051434,-11.0,"(-16, 16]"
-1256.913043478261,-11.0,"(-16, 16]"
-258.625,-11.0,"(-16, 16]"
-147.0,-11.0,"(-16, 16]"
-2595.5666666666666,-11.0,"(-16, 16]"
-445.6470588235295,-11.0,"(-16, 16]"
-4709.607692307693,-11.0,"(-16, 16]"
199.6849816849817,-11.0,"(-16, 16]"
286.5454545454545,-11.0,"(-16, 16]"
3671.302675585284,-11.0,"(-16, 16]"
-2347.0,-11.0,"(-16, 16]"
68.27625478003438,-11.0,"(-16, 16]"
2329.7666666666673,-11.0,"(-16, 16]"
-3949.463701764616,-11.0,"(-16, 16]"
2134.8041958041954,-11.0,"(-16, 16]"
3768.16,-11.0,"(-16, 16]"
857.3272727272732,-11.0,"(-16, 16]"
2165.83779264214,-10.0,"(-16, 16]"
-1408.185314685314,-10.0,"(-16, 16]"
5725.163076923076,-10.0,"(-16, 16]"
1030.2628205128203,-10.0,"(-16, 16]"
3521.299901701465,-10.0,"(-16, 16]"
-1178.123076923077,-10.0,"(-16, 16]"
501.836923076924,-10.0,"(-16, 16]"
-589.3627450980391,-10.0,"(-16, 16]"
-7052.227272727272,-10.0,"(-16, 16]"
1014.1333333333334,-10.0,"(-16, 16]"
1580.0922516216742,-10.0,"(-16, 16]"
-3603.221202622439,-10.0,"(-16, 16]"
-1144.8999999999996,-10.0,"(-16, 16]"
227.5225891731734,-10.0,"(-16, 16]"
-1675.3777777777784,-10.0,"(-16, 16]"
-730.737254901961,-10.0,"(-16, 16]"
-2826.704347826087,-10.0,"(-16, 16]"
-1373.5714285714284,-10.0,"(-16, 16]"
-1136.69208795953,-10.0,"(-16, 16]"
-2592.8765060356877,-10.0,"(-16, 16]"
-797.793689249952,-10.0,"(-16, 16]"
2826.1197421500474,-10.0,"(-16, 16]"
1784.2307692307693,-10.0,"(-16, 16]"
3046.9051622571637,-10.0,"(-16, 16]"
-8499.765,-10.0,"(-16, 16]"
1524.9830769230755,-10.0,"(-16, 16]"
-1350.4772627675854,-10.0,"(-16, 16]"
-9695.577777777777,-10.0,"(-16, 16]"
-4350.817911790627,-10.0,"(-16, 16]"
-16064.32888888889,-10.0,"(-16, 16]"
-1847.4133333333334,-10.0,"(-16, 16]"
3435.0588235294126,-10.0,"(-16, 16]"
12.020000000000437,-10.0,"(-16, 16]"
647.8514897539544,-10.0,"(-16, 16]"
517.3977348093576,-9.0,"(-16, 16]"
2535.2556340165365,-9.0,"(-16, 16]"
2464.972271484281,-9.0,"(-16, 16]"
639.5666666666671,-9.0,"(-16, 16]"
13138.25,-9.0,"(-16, 16]"
-92.08049535603732,-9.0,"(-16, 16]"
822.6744291968595,-9.0,"(-16, 16]"
191.75,-9.0,"(-16, 16]"
543.5779268611603,-9.0,"(-16, 16]"
-1419.899665551839,-9.0,"(-16, 16]"
185.94389924058305,-9.0,"(-16, 16]"
141.90594303368016,-9.0,"(-16, 16]"
-1111.7820512820517,-9.0,"(-16, 16]"
-1516.9126984126988,-9.0,"(-16, 16]"
-429.06666666666666,-9.0,"(-16, 16]"
2307.565217391304,-9.0,"(-16, 16]"
-3179.383333333333,-9.0,"(-16, 16]"
-190.70454545454552,-9.0,"(-16, 16]"
-2777.603088550086,-9.0,"(-16, 16]"
892.0939254748332,-9.0,"(-16, 16]"
843.5042481730328,-9.0,"(-16, 16]"
-471.59999999999945,-9.0,"(-16, 16]"
-1583.6507177033495,-9.0,"(-16, 16]"
-1651.603748348566,-9.0,"(-16, 16]"
3400.9066666666668,-9.0,"(-16, 16]"
3783.3650793650786,-9.0,"(-16, 16]"
-491.42690058479553,-9.0,"(-16, 16]"
-4195.36,-9.0,"(-16, 16]"
111.47222222222216,-9.0,"(-16, 16]"
1231.1153846153848,-9.0,"(-16, 16]"
98.74639214319359,-9.0,"(-16, 16]"
131.75,-9.0,"(-16, 16]"
2058.7153846153847,-9.0,"(-16, 16]"
1872.0,-9.0,"(-16, 16]"
3005.666666666667,-9.0,"(-16, 16]"
-2454.296049265449,-9.0,"(-16, 16]"
2977.9783333333344,-9.0,"(-16, 16]"
93.57692307692379,-9.0,"(-16, 16]"
4180.510509116811,-9.0,"(-16, 16]"
2195.6746481793216,-9.0,"(-16, 16]"
164.62643026494743,-9.0,"(-16, 16]"
2206.916666666666,-9.0,"(-16, 16]"
58.31595357204242,-9.0,"(-16, 16]"
-1447.0419580419573,-9.0,"(-16, 16]"
622.5277420610441,-9.0,"(-16, 16]"
1690.888888888889,-9.0,"(-16, 16]"
-1011.3999999999997,-9.0,"(-16, 16]"
-556.0818181818181,-9.0,"(-16, 16]"
2377.565789473684,-9.0,"(-16, 16]"
133.375,-8.0,"(-16, 16]"
4209.583333333333,-8.0,"(-16, 16]"
1287.0,-8.0,"(-16, 16]"
-805.4166666666665,-8.0,"(-16, 16]"
2855.662659797644,-8.0,"(-16, 16]"
-1582.4615384615383,-8.0,"(-16, 16]"
-2553.3,-8.0,"(-16, 16]"
-1877.5,-8.0,"(-16, 16]"
-359.44615384615463,-8.0,"(-16, 16]"
1381.1107692307687,-8.0,"(-16, 16]"
-243.68249999999992,-8.0,"(-16, 16]"
-730.3200000000003,-8.0,"(-16, 16]"
429.66315789473634,-8.0,"(-16, 16]"
113.4272727272728,-8.0,"(-16, 16]"
190.57999999999996,-8.0,"(-16, 16]"
-1205.2884615384621,-8.0,"(-16, 16]"
1045.335968379447,-8.0,"(-16, 16]"
-3925.1604970277376,-8.0,"(-16, 16]"
-699.3000000000003,-8.0,"(-16, 16]"
734.9476923076927,-8.0,"(-16, 16]"
-1770.6428571428576,-8.0,"(-16, 16]"
-2105.508333333333,-8.0,"(-16, 16]"
1376.993846153846,-8.0,"(-16, 16]"
-4744.521090925789,-8.0,"(-16, 16]"
-2032.3846153846155,-8.0,"(-16, 16]"
1098.363636363636,-8.0,"(-16, 16]"
22.430769230770238,-8.0,"(-16, 16]"
-205.90476190476195,-8.0,"(-16, 16]"
-975.0277777777777,-8.0,"(-16, 16]"
-344.06004661207413,-8.0,"(-16, 16]"
322.1953846153847,-8.0,"(-16, 16]"
-732.7630769230773,-8.0,"(-16, 16]"
620.166666666667,-8.0,"(-16, 16]"
1976.6053817795998,-8.0,"(-16, 16]"
4859.777777777777,-8.0,"(-16, 16]"
-224.88461538461524,-8.0,"(-16, 16]"
78.80830039525699,-8.0,"(-16, 16]"
-1533.2532051282049,-8.0,"(-16, 16]"
-627.75,-7.0,"(-16, 16]"
7910.369565217393,-7.0,"(-16, 16]"
5861.5,-7.0,"(-16, 16]"
8254.75,-7.0,"(-16, 16]"
-4927.464761904763,-7.0,"(-16, 16]"
1362.72,-7.0,"(-16, 16]"
1694.072222222223,-7.0,"(-16, 16]"
-957.7426853255064,-7.0,"(-16, 16]"
-1659.6153846153848,-7.0,"(-16, 16]"
789.0897435897436,-7.0,"(-16, 16]"
-2387.728888888889,-7.0,"(-16, 16]"
-662.2673710264908,-7.0,"(-16, 16]"
536.0,-7.0,"(-16, 16]"
182.14285714285685,-7.0,"(-16, 16]"
-2330.582328386965,-7.0,"(-16, 16]"
-359.3215384615396,-7.0,"(-16, 16]"
261.46153846153857,-7.0,"(-16, 16]"
-2682.5,-7.0,"(-16, 16]"
627.5,-7.0,"(-16, 16]"
-4575.4896745008145,-7.0,"(-16, 16]"
3939.442307692309,-7.0,"(-16, 16]"
181.66666666666646,-7.0,"(-16, 16]"
2985.2760823575004,-7.0,"(-16, 16]"
1738.574397157323,-7.0,"(-16, 16]"
665.9759615384619,-7.0,"(-16, 16]"
1727.7966396371594,-7.0,"(-16, 16]"
4378.809523809524,-7.0,"(-16, 16]"
1094.3828499918525,-7.0,"(-16, 16]"
615.166666666667,-7.0,"(-16, 16]"
1186.625,-7.0,"(-16, 16]"
-32.22690043676448,-7.0,"(-16, 16]"
-2398.291666666667,-7.0,"(-16, 16]"
-523.5797441039995,-7.0,"(-16, 16]"
-860.7933333333332,-7.0,"(-16, 16]"
-1114.2545454545457,-7.0,"(-16, 16]"
571.6870087774541,-7.0,"(-16, 16]"
-1628.5654761904761,-7.0,"(-16, 16]"
-1369.8400904320838,-7.0,"(-16, 16]"
-712.083333333333,-7.0,"(-16, 16]"
2386.791147089232,-7.0,"(-16, 16]"
3254.458333333333,-7.0,"(-16, 16]"
675.3538461538456,-7.0,"(-16, 16]"
-206.88461538461524,-7.0,"(-16, 16]"
909.8571428571428,-6.0,"(-16, 16]"
477.63636363636397,-6.0,"(-16, 16]"
-504.02403846153817,-6.0,"(-16, 16]"
257.5246153846156,-6.0,"(-16, 16]"
-153.7897435897439,-6.0,"(-16, 16]"
-1016.6282051282053,-6.0,"(-16, 16]"
-1822.114285714285,-6.0,"(-16, 16]"
2359.7692307692305,-6.0,"(-16, 16]"
-1057.666666666666,-6.0,"(-16, 16]"
-2919.1519471161537,-6.0,"(-16, 16]"
-3480.428287262478,-6.0,"(-16, 16]"
1844.2585328269568,-6.0,"(-16, 16]"
-2739.2719491857692,-6.0,"(-16, 16]"
-2590.988178741539,-6.0,"(-16, 16]"
4126.833333333333,-6.0,"(-16, 16]"
-3721.650585935833,-6.0,"(-16, 16]"
-763.5999999999996,-6.0,"(-16, 16]"
1700.2094918636326,-6.0,"(-16, 16]"
-1093.6,-6.0,"(-16, 16]"
-4234.0,-6.0,"(-16, 16]"
5165.4,-6.0,"(-16, 16]"
1867.8666666666668,-6.0,"(-16, 16]"
183.78571428571428,-6.0,"(-16, 16]"
1106.6428571428567,-6.0,"(-16, 16]"
79.79166666666697,-6.0,"(-16, 16]"
4893.634615384615,-6.0,"(-16, 16]"
1380.9586239703688,-6.0,"(-16, 16]"
2985.083333333333,-6.0,"(-16, 16]"
-1564.4900000000002,-6.0,"(-16, 16]"
-3102.440559440559,-6.0,"(-16, 16]"
-3134.6195129411985,-6.0,"(-16, 16]"
-3472.4285714285716,-6.0,"(-16, 16]"
-1119.0518321970826,-6.0,"(-16, 16]"
4401.693581321819,-6.0,"(-16, 16]"
177.2261904761899,-6.0,"(-16, 16]"
347.13885752688935,-6.0,"(-16, 16]"
-4861.555555555555,-6.0,"(-16, 16]"
2022.0,-6.0,"(-16, 16]"
5126.901098901097,-6.0,"(-16, 16]"
449.4499999999999,-6.0,"(-16, 16]"
2302.875,-6.0,"(-16, 16]"
-11297.183333333334,-6.0,"(-16, 16]"
-703.9416666666666,-6.0,"(-16, 16]"
-2.3953846153845006,-6.0,"(-16, 16]"
1660.0389610389611,-6.0,"(-16, 16]"
1226.786764705882,-6.0,"(-16, 16]"
-692.0555555555558,-6.0,"(-16, 16]"
59.13725490196066,-6.0,"(-16, 16]"
-604.0,-6.0,"(-16, 16]"
-1045.5166666666664,-6.0,"(-16, 16]"
-1803.4685714285715,-6.0,"(-16, 16]"
447.8808322266623,-6.0,"(-16, 16]"
-2407.9111111111115,-6.0,"(-16, 16]"
2856.0064817953075,-6.0,"(-16, 16]"
-1952.617391304348,-6.0,"(-16, 16]"
-10563.601769323242,-6.0,"(-16, 16]"
1502.1651716118397,-6.0,"(-16, 16]"
2275.1936758893285,-6.0,"(-16, 16]"
1486.4090043304784,-6.0,"(-16, 16]"
2741.600000000001,-6.0,"(-16, 16]"
-2614.2038120931243,-6.0,"(-16, 16]"
-2629.9598662207354,-5.0,"(-16, 16]"
-1499.3999999999994,-5.0,"(-16, 16]"
-2118.335632889184,-5.0,"(-16, 16]"
-2971.383023249491,-5.0,"(-16, 16]"
-1172.142857142857,-5.0,"(-16, 16]"
-38.72509164703115,-5.0,"(-16, 16]"
554.5,-5.0,"(-16, 16]"
468.9379145334442,-5.0,"(-16, 16]"
-616.3392857142858,-5.0,"(-16, 16]"
-37.53834916446522,-5.0,"(-16, 16]"
3468.745454545455,-5.0,"(-16, 16]"
-327.66666666666674,-5.0,"(-16, 16]"
1512.545454545455,-5.0,"(-16, 16]"
1908.708333333333,-5.0,"(-16, 16]"
8777.0,-5.0,"(-16, 16]"
573.7029411764706,-5.0,"(-16, 16]"
2856.0144230769233,-5.0,"(-16, 16]"
-1108.7435897435898,-5.0,"(-16, 16]"
879.8282074179551,-5.0,"(-16, 16]"
-2047.5957406845648,-5.0,"(-16, 16]"
-1690.1954797041876,-5.0,"(-16, 16]"
1053.933450607116,-5.0,"(-16, 16]"
-1788.5326086956518,-5.0,"(-16, 16]"
1464.4532163742688,-5.0,"(-16, 16]"
531.7482517482514,-5.0,"(-16, 16]"
1843.481366459628,-5.0,"(-16, 16]"
-24.85714285714312,-5.0,"(-16, 16]"
1675.3846153846152,-5.0,"(-16, 16]"
677.75,-5.0,"(-16, 16]"
2144.045454545455,-5.0,"(-16, 16]"
-1026.0555555555557,-5.0,"(-16, 16]"
2007.7619047619046,-5.0,"(-16, 16]"
605.4087979107535,-5.0,"(-16, 16]"
5263.9743589743575,-5.0,"(-16, 16]"
-1928.0683760683771,-5.0,"(-16, 16]"
-1185.7619047619055,-5.0,"(-16, 16]"
-2138.6964285714284,-5.0,"(-16, 16]"
-1508.9599999999994,-5.0,"(-16, 16]"
3523.9,-5.0,"(-16, 16]"
-863.6698717948719,-5.0,"(-16, 16]"
-2911.6558267430373,-5.0,"(-16, 16]"
-886.2318670823978,-5.0,"(-16, 16]"
3705.117983469546,-5.0,"(-16, 16]"
-169.29166666666697,-5.0,"(-16, 16]"
2188.9,-5.0,"(-16, 16]"
496.65277777777777,-5.0,"(-16, 16]"
-616.253787878788,-5.0,"(-16, 16]"
-831.2284262134744,-5.0,"(-16, 16]"
1138.455128205128,-5.0,"(-16, 16]"
4126.753846153846,-5.0,"(-16, 16]"
2104.8076923076915,-4.0,"(-16, 16]"
-2262.831383339737,-4.0,"(-16, 16]"
-4568.248845305143,-4.0,"(-16, 16]"
-1940.98,-4.0,"(-16, 16]"
2908.615362058028,-4.0,"(-16, 16]"
-2057.1653993145,-4.0,"(-16, 16]"
1625.0719998653622,-4.0,"(-16, 16]"
925.7443977303084,-4.0,"(-16, 16]"
1069.1333333333337,-4.0,"(-16, 16]"
-426.119999999999,-4.0,"(-16, 16]"
-1766.5858009154224,-4.0,"(-16, 16]"
-227.18535469107562,-4.0,"(-16, 16]"
694.2472527472528,-4.0,"(-16, 16]"
-2611.0167629036982,-4.0,"(-16, 16]"
817.0526315789474,-4.0,"(-16, 16]"
725.8133333333327,-4.0,"(-16, 16]"
-270.2777777777778,-4.0,"(-16, 16]"
974.9473684210524,-4.0,"(-16, 16]"
-1580.545454545455,-4.0,"(-16, 16]"
8688.193675889328,-4.0,"(-16, 16]"
-1055.4,-4.0,"(-16, 16]"
513.9249372214285,-4.0,"(-16, 16]"
1396.75,-4.0,"(-16, 16]"
1525.260869565217,-4.0,"(-16, 16]"
374.40000000000015,-4.0,"(-16, 16]"
8018.194058935731,-4.0,"(-16, 16]"
-1116.5014005602243,-4.0,"(-16, 16]"
1466.2943722943726,-4.0,"(-16, 16]"
-1377.9942321775,-4.0,"(-16, 16]"
-1506.454545454545,-4.0,"(-16, 16]"
331.4705882352941,-4.0,"(-16, 16]"
25.57142857142844,-4.0,"(-16, 16]"
-2696.853333333333,-4.0,"(-16, 16]"
1840.1754275867825,-4.0,"(-16, 16]"
1176.0,-4.0,"(-16, 16]"
-2854.682712887845,-4.0,"(-16, 16]"
-410.5,-4.0,"(-16, 16]"
4355.142845569236,-4.0,"(-16, 16]"
-11757.226301551631,-4.0,"(-16, 16]"
-2448.458333333333,-4.0,"(-16, 16]"
-838.345470609905,-4.0,"(-16, 16]"
-602.835153342,-4.0,"(-16, 16]"
1192.6052631578948,-4.0,"(-16, 16]"
-3379.5444163866664,-4.0,"(-16, 16]"
-1126.0742857142861,-4.0,"(-16, 16]"
650.8830769230763,-4.0,"(-16, 16]"
1170.1999999999996,-4.0,"(-16, 16]"
-204.07142857142844,-4.0,"(-16, 16]"
-2291.6459833873073,-4.0,"(-16, 16]"
-2296.9000000000005,-4.0,"(-16, 16]"
-3095.583333333333,-4.0,"(-16, 16]"
1688.4285714285716,-4.0,"(-16, 16]"
-2633.012116991499,-4.0,"(-16, 16]"
-561.5071428571428,-4.0,"(-16, 16]"
359.92000000000013,-4.0,"(-16, 16]"
3739.1780303030296,-4.0,"(-16, 16]"
-2756.6557485646003,-4.0,"(-16, 16]"
-1139.3791666666666,-4.0,"(-16, 16]"
-2256.4205322285707,-3.0,"(-16, 16]"
-3535.0770195752684,-3.0,"(-16, 16]"
-1657.6416666666669,-3.0,"(-16, 16]"
6420.25,-3.0,"(-16, 16]"
977.4523809523816,-3.0,"(-16, 16]"
-106.25,-3.0,"(-16, 16]"
483.4419725792464,-3.0,"(-16, 16]"
1849.3,-3.0,"(-16, 16]"
-1476.2403846153848,-3.0,"(-16, 16]"
-3656.483333333333,-3.0,"(-16, 16]"
-2180.9285714285706,-3.0,"(-16, 16]"
-2637.6234815852217,-3.0,"(-16, 16]"
2082.4359254809588,-3.0,"(-16, 16]"
855.2619047619046,-3.0,"(-16, 16]"
-6035.793029577465,-3.0,"(-16, 16]"
1465.90170940171,-3.0,"(-16, 16]"
-1827.6987179487176,-3.0,"(-16, 16]"
744.6034799751947,-3.0,"(-16, 16]"
-1160.256847972444,-3.0,"(-16, 16]"
1528.6605351170565,-3.0,"(-16, 16]"
-2172.343456253354,-3.0,"(-16, 16]"
-3383.624242424243,-3.0,"(-16, 16]"
1124.5177246067997,-3.0,"(-16, 16]"
1306.6547236366105,-3.0,"(-16, 16]"
-1.563631087954036,-3.0,"(-16, 16]"
306.3076923076915,-3.0,"(-16, 16]"
373.6666666666665,-3.0,"(-16, 16]"
2363.275384615385,-3.0,"(-16, 16]"
406.1190476190477,-3.0,"(-16, 16]"
792.089527554625,-3.0,"(-16, 16]"
-2849.6799999999994,-3.0,"(-16, 16]"
-3032.175,-3.0,"(-16, 16]"
-9533.256923076922,-3.0,"(-16, 16]"
-604.1562565124677,-3.0,"(-16, 16]"
134.66181818181758,-3.0,"(-16, 16]"
-1565.88,-3.0,"(-16, 16]"
-2043.7999999999995,-3.0,"(-16, 16]"
1993.5,-3.0,"(-16, 16]"
6419.852941176469,-3.0,"(-16, 16]"
-2687.0832567307143,-3.0,"(-16, 16]"
-5674.541666666666,-3.0,"(-16, 16]"
-4063.581176470589,-3.0,"(-16, 16]"
-8429.214285714283,-3.0,"(-16, 16]"
-22.54166666666697,-3.0,"(-16, 16]"
1359.9698957161872,-3.0,"(-16, 16]"
1644.0277777777774,-3.0,"(-16, 16]"
4514.719780219781,-3.0,"(-16, 16]"
1827.270833333333,-3.0,"(-16, 16]"
1147.304347826087,-3.0,"(-16, 16]"
-476.375,-3.0,"(-16, 16]"
1090.0650000000003,-3.0,"(-16, 16]"
-3908.866309486024,-3.0,"(-16, 16]"
871.9326923076924,-3.0,"(-16, 16]"
-3010.770833333333,-3.0,"(-16, 16]"
-2314.401234387161,-3.0,"(-16, 16]"
-1510.208333333333,-3.0,"(-16, 16]"
1457.1791992190836,-3.0,"(-16, 16]"
467.90476190476153,-3.0,"(-16, 16]"
1450.75,-3.0,"(-16, 16]"
1116.742424242424,-3.0,"(-16, 16]"
4568.47743280358,-3.0,"(-16, 16]"
296.79437976471763,-3.0,"(-16, 16]"
-1149.1215384615386,-3.0,"(-16, 16]"
-732.1529411764703,-3.0,"(-16, 16]"
1247.7906153737144,-3.0,"(-16, 16]"
-89.280632411067,-3.0,"(-16, 16]"
-676.833333333333,-3.0,"(-16, 16]"
-5226.1,-3.0,"(-16, 16]"
1752.8076923076926,-3.0,"(-16, 16]"
-102.30205949656738,-3.0,"(-16, 16]"
668.2646153846154,-3.0,"(-16, 16]"
2841.222222222222,-3.0,"(-16, 16]"
-4538.26,-3.0,"(-16, 16]"
-1469.3446153846153,-3.0,"(-16, 16]"
-1524.6499999999994,-3.0,"(-16, 16]"
-3504.9219047619044,-3.0,"(-16, 16]"
-268.71428571428584,-2.0,"(-16, 16]"
1860.6292617682464,-2.0,"(-16, 16]"
-1730.5,-2.0,"(-16, 16]"
700.5693779904304,-2.0,"(-16, 16]"
1419.7391049162634,-2.0,"(-16, 16]"
-1259.9220135031535,-2.0,"(-16, 16]"
1185.1923076923074,-2.0,"(-16, 16]"
1923.9117126483402,-2.0,"(-16, 16]"
1516.9772727272727,-2.0,"(-16, 16]"
4813.0,-2.0,"(-16, 16]"
2343.471583045833,-2.0,"(-16, 16]"
-2271.690769230769,-2.0,"(-16, 16]"
-123.44444444444436,-2.0,"(-16, 16]"
-1867.2563180615664,-2.0,"(-16, 16]"
-183.46952828175014,-2.0,"(-16, 16]"
5584.6025641025635,-2.0,"(-16, 16]"
562.297258618205,-2.0,"(-16, 16]"
-1241.263398405676,-2.0,"(-16, 16]"
-652.1362368711257,-2.0,"(-16, 16]"
1985.8133333333328,-2.0,"(-16, 16]"
-599.2272727272725,-2.0,"(-16, 16]"
3791.94,-2.0,"(-16, 16]"
1076.3200000000004,-2.0,"(-16, 16]"
704.5316666666668,-2.0,"(-16, 16]"
-908.8788452795392,-2.0,"(-16, 16]"
-2009.0940412033326,-2.0,"(-16, 16]"
453.3,-2.0,"(-16, 16]"
73.5029411764699,-2.0,"(-16, 16]"
1663.6223861004355,-2.0,"(-16, 16]"
738.6738461538463,-2.0,"(-16, 16]"
6196.004999999999,-2.0,"(-16, 16]"
-521.5,-2.0,"(-16, 16]"
-3429.9286956521732,-2.0,"(-16, 16]"
250.51449275362395,-2.0,"(-16, 16]"
-887.6857142857143,-2.0,"(-16, 16]"
-4371.833333333333,-2.0,"(-16, 16]"
2813.277777777777,-2.0,"(-16, 16]"
1059.357142857143,-2.0,"(-16, 16]"
-2327.325,-2.0,"(-16, 16]"
1063.0,-2.0,"(-16, 16]"
-2984.063076923077,-2.0,"(-16, 16]"
-1163.1610478784735,-2.0,"(-16, 16]"
158.45833333333394,-2.0,"(-16, 16]"
13983.833333333336,-2.0,"(-16, 16]"
1121.6785393122095,-2.0,"(-16, 16]"
688.2372455259738,-1.0,"(-16, 16]"
2003.6333333333334,-1.0,"(-16, 16]"
1858.865139585516,-1.0,"(-16, 16]"
2201.6476846303376,-1.0,"(-16, 16]"
-1521.166666666667,-1.0,"(-16, 16]"
-1287.5153508771932,-1.0,"(-16, 16]"
-3323.277777777777,-1.0,"(-16, 16]"
-3692.177916891963,-1.0,"(-16, 16]"
-3297.6857706675555,-1.0,"(-16, 16]"
-4272.005714285715,-1.0,"(-16, 16]"
-400.45238095238085,-1.0,"(-16, 16]"
-86.33333333333326,-1.0,"(-16, 16]"
1603.571666666667,-1.0,"(-16, 16]"
-3386.811843872666,-1.0,"(-16, 16]"
2617.600000000001,-1.0,"(-16, 16]"
-2290.228333333333,-1.0,"(-16, 16]"
-35.93589743589746,-1.0,"(-16, 16]"
-937.3586956521741,-1.0,"(-16, 16]"
-580.8875459942974,-1.0,"(-16, 16]"
-1166.3861538461542,-1.0,"(-16, 16]"
-12332.192307692307,-1.0,"(-16, 16]"
1209.9633333333334,-1.0,"(-16, 16]"
-5333.670175438597,-1.0,"(-16, 16]"
3310.05,-1.0,"(-16, 16]"
639.771739130435,-1.0,"(-16, 16]"
3030.4040050673657,-1.0,"(-16, 16]"
-3691.871666666667,-1.0,"(-16, 16]"
-3604.4285714285716,-1.0,"(-16, 16]"
969.5921463831056,-1.0,"(-16, 16]"
-1239.8201754385966,-1.0,"(-16, 16]"
2436.882028261023,-1.0,"(-16, 16]"
-2873.333333333333,-1.0,"(-16, 16]"
-4956.5661538461545,-1.0,"(-16, 16]"
2270.804726368751,-1.0,"(-16, 16]"
-37.28571428571422,-1.0,"(-16, 16]"
2584.8147647005835,-1.0,"(-16, 16]"
-3003.9137275195008,-1.0,"(-16, 16]"
-1386.0,-1.0,"(-16, 16]"
-797.25,-1.0,"(-16, 16]"
-2377.9799256309843,-1.0,"(-16, 16]"
1513.727439517179,-1.0,"(-16, 16]"
-1968.3067157428925,-1.0,"(-16, 16]"
-243.90073363320244,0.0,"(-16, 16]"
-994.2662254680909,0.0,"(-16, 16]"
99.43478260869551,0.0,"(-16, 16]"
1406.3751394562923,0.0,"(-16, 16]"
-1400.291666666666,0.0,"(-16, 16]"
589.7434905997502,0.0,"(-16, 16]"
