steps_diff,ws_diff,ws_diff_bin,Move Season
3341.4423076923085,-20.0,"(-48, -16]",Summer
-2036.3158071844143,-20.0,"(-48, -16]",Winter
573.9598222799127,-20.0,"(-48, -16]",Winter
716.3809523809523,-20.0,"(-48, -16]",Fall
60.58333333333349,-20.0,"(-48, -16]",Fall
-515.0833333333335,-20.0,"(-48, -16]",Fall
-575.4146297509026,-20.0,"(-48, -16]",Fall
1330.3469941455994,-20.0,"(-48, -16]",Summer
-948.8890103889163,-20.0,"(-48, -16]",Winter
-1053.603809523809,-20.0,"(-48, -16]",Fall
-1482.2177777777772,-20.0,"(-48, -16]",Summer
-1680.4142752919358,-20.0,"(-48, -16]",Winter
-557.231060606061,-20.0,"(-48, -16]",Winter
-5913.318181818182,-20.0,"(-48, -16]",Spring
-1019.5238095238096,-20.0,"(-48, -16]",Fall
-522.2063492063489,-20.0,"(-48, -16]",Winter
4248.8,-20.0,"(-48, -16]",Winter
2271.333333333333,-20.0,"(-48, -16]",Spring
-4398.407110765301,-20.0,"(-48, -16]",Summer
-726.5416666666661,-20.0,"(-48, -16]",Spring
-1026.717917032959,-20.0,"(-48, -16]",Spring
1284.2609492195288,-20.0,"(-48, -16]",Winter
2079.791666666666,-20.0,"(-48, -16]",Spring
171.35150812746087,-20.0,"(-48, -16]",Winter
-1856.5664886552634,-20.0,"(-48, -16]",Winter
8723.01923076923,-20.0,"(-48, -16]",Winter
51.97756410256353,-20.0,"(-48, -16]",Summer
-582.5585284280933,-20.0,"(-48, -16]",Winter
-7802.211428571428,-20.0,"(-48, -16]",Spring
-1914.1578947368414,-20.0,"(-48, -16]",Spring
-655.6815384615384,-20.0,"(-48, -16]",Spring
3911.267857142857,-20.0,"(-48, -16]",Winter
-215.5733333333337,-20.0,"(-48, -16]",Fall
1312.8138532515002,-20.0,"(-48, -16]",Winter
728.3571428571431,-20.0,"(-48, -16]",Summer
617.25,-20.0,"(-48, -16]",Winter
-1084.3688565775117,-20.0,"(-48, -16]",Summer
-7035.390909090911,-20.0,"(-48, -16]",Fall
-1962.5873015873017,-20.0,"(-48, -16]",Spring
1346.336651609975,-20.0,"(-48, -16]",Winter
1253.8900000000006,-20.0,"(-48, -16]",Winter
-1077.0323413080228,-20.0,"(-48, -16]",Fall
-1038.6666666666667,-20.0,"(-48, -16]",Winter
1008.1871794871796,-20.0,"(-48, -16]",Winter
32.50297619047615,-20.0,"(-48, -16]",Summer
-551.8643877993145,-20.0,"(-48, -16]",Summer
-552.8740067439908,-20.0,"(-48, -16]",Spring
-241.29848734666663,-20.0,"(-48, -16]",Summer
-1605.1369230769233,-20.0,"(-48, -16]",Spring
588.4316770186333,-20.0,"(-48, -16]",Spring
1312.7058823529414,-20.0,"(-48, -16]",Summer
-4596.680109687196,-20.0,"(-48, -16]",Spring
-5028.075000000002,-20.0,"(-48, -16]",Winter
107.2169230769232,-20.0,"(-48, -16]",Spring
-4110.5,-20.0,"(-48, -16]",Summer
-3289.083333333333,-20.0,"(-48, -16]",Spring
-748.5783074514142,-20.0,"(-48, -16]",Fall
1423.8571428571427,-20.0,"(-48, -16]",Winter
-235.83211466349982,-20.0,"(-48, -16]",Spring
-1186.4305555555557,-20.0,"(-48, -16]",Spring
231.25294846705128,-20.0,"(-48, -16]",Summer
-1933.5771428571427,-20.0,"(-48, -16]",Summer
-331.9545454545455,-20.0,"(-48, -16]",Fall
-1027.7083333333335,-20.0,"(-48, -16]",Spring
-1695.1009101316808,-20.0,"(-48, -16]",Summer
-2767.0144927536244,-20.0,"(-48, -16]",Fall
-927.25,-20.0,"(-48, -16]",Winter
-1243.0873488385078,-19.0,"(-48, -16]",Fall
1912.833333333333,-19.0,"(-48, -16]",Winter
-3152.2286921067243,-19.0,"(-48, -16]",Winter
4977.951578947368,-19.0,"(-48, -16]",Winter
5228.5274633538065,-19.0,"(-48, -16]",Winter
-4508.1558441558445,-19.0,"(-48, -16]",Winter
-916.7070707070708,-19.0,"(-48, -16]",Fall
1703.0079714961405,-19.0,"(-48, -16]",Spring
-215.94615384615463,-19.0,"(-48, -16]",Summer
-4354.666666666667,-19.0,"(-48, -16]",Summer
-17.833333333333034,-19.0,"(-48, -16]",Spring
-1260.6,-19.0,"(-48, -16]",Winter
3540.9178669032,-19.0,"(-48, -16]",Winter
-955.3740070347501,-19.0,"(-48, -16]",Fall
-2062.550769230769,-19.0,"(-48, -16]",Spring
-667.4583333333335,-19.0,"(-48, -16]",Spring
2630.4444444444434,-19.0,"(-48, -16]",Spring
-3799.3408695652174,-19.0,"(-48, -16]",Winter
-1303.2142857142853,-19.0,"(-48, -16]",Spring
2362.0804195804194,-19.0,"(-48, -16]",Spring
981.25,-19.0,"(-48, -16]",Fall
1535.3999999999994,-19.0,"(-48, -16]",Spring
-7570.200000000002,-19.0,"(-48, -16]",Spring
250.125,-19.0,"(-48, -16]",Winter
234.96527777777786,-19.0,"(-48, -16]",Fall
-589.7192982456145,-19.0,"(-48, -16]",Fall
4759.35,-19.0,"(-48, -16]",Winter
-2957.550961234,-19.0,"(-48, -16]",Fall
-138.21428571428532,-19.0,"(-48, -16]",Spring
-744.1088688914551,-19.0,"(-48, -16]",Fall
-5036.108333333334,-19.0,"(-48, -16]",Fall
-2555.1339136776182,-19.0,"(-48, -16]",Winter
-1965.7215384615383,-19.0,"(-48, -16]",Fall
2239.6538461538457,-19.0,"(-48, -16]",Fall
170.87820512820508,-19.0,"(-48, -16]",Fall
-5115.861078818083,-19.0,"(-48, -16]",Summer
778.1188811188816,-19.0,"(-48, -16]",Fall
1411.125,-19.0,"(-48, -16]",Summer
-1946.6783333333335,-19.0,"(-48, -16]",Summer
-3588.200557669878,-19.0,"(-48, -16]",Summer
66.41666666666697,-19.0,"(-48, -16]",Spring
194.675117149699,-19.0,"(-48, -16]",Fall
-4168.601538461538,-19.0,"(-48, -16]",Summer
-5310.344052342873,-19.0,"(-48, -16]",Fall
947.3333333333336,-19.0,"(-48, -16]",Summer
-1443.7127272727264,-19.0,"(-48, -16]",Winter
-338.88072427320867,-19.0,"(-48, -16]",Summer
-6487.857142857143,-19.0,"(-48, -16]",Winter
106.47500000000036,-19.0,"(-48, -16]",Winter
-1396.770833333333,-19.0,"(-48, -16]",Summer
736.415,-19.0,"(-48, -16]",Winter
923.2198643463244,-19.0,"(-48, -16]",Winter
1298.2276923076927,-19.0,"(-48, -16]",Summer
1551.1446153846155,-19.0,"(-48, -16]",Winter
-5279.470015091227,-19.0,"(-48, -16]",Summer
77.07142857142844,-19.0,"(-48, -16]",Summer
-1176.8685107316228,-19.0,"(-48, -16]",Fall
3965.817307692309,-19.0,"(-48, -16]",Summer
1401.409090909091,-19.0,"(-48, -16]",Summer
-1313.4027777777785,-19.0,"(-48, -16]",Spring
-610.8953786049851,-19.0,"(-48, -16]",Summer
-2076.0,-19.0,"(-48, -16]",Summer
1544.4334112244633,-19.0,"(-48, -16]",Fall
-2118.332391451515,-19.0,"(-48, -16]",Spring
651.1446886446884,-19.0,"(-48, -16]",Summer
-291.0215651288695,-19.0,"(-48, -16]",Winter
296.8194444444444,-19.0,"(-48, -16]",Fall
1722.4533333333331,-19.0,"(-48, -16]",Fall
1261.954545454545,-19.0,"(-48, -16]",Spring
-1369.7403821344715,-19.0,"(-48, -16]",Spring
-9578.663865546216,-19.0,"(-48, -16]",Winter
2056.444444444445,-19.0,"(-48, -16]",Winter
-3144.78,-19.0,"(-48, -16]",Fall
-2302.191666666667,-19.0,"(-48, -16]",Fall
-1315.4375,-19.0,"(-48, -16]",Summer
511.58347526222224,-19.0,"(-48, -16]",Spring
835.2070588235301,-19.0,"(-48, -16]",Winter
803.619565217391,-19.0,"(-48, -16]",Fall
-203.30555555555569,-19.0,"(-48, -16]",Summer
261.869565217391,-19.0,"(-48, -16]",Summer
-13171.493762201999,-19.0,"(-48, -16]",Summer
3855.650000000001,-19.0,"(-48, -16]",Spring
3100.4243620434167,-19.0,"(-48, -16]",Fall
-2477.1416666666664,-19.0,"(-48, -16]",Summer
-3781.356679214174,-19.0,"(-48, -16]",Summer
-7210.5993589743575,-18.0,"(-48, -16]",Fall
2149.8205128205122,-18.0,"(-48, -16]",Winter
-2312.2328776044005,-18.0,"(-48, -16]",Fall
2953.8544941717682,-18.0,"(-48, -16]",Fall
-4979.5549865724015,-18.0,"(-48, -16]",Fall
1508.3264654635775,-18.0,"(-48, -16]",Winter
2723.6500000000005,-18.0,"(-48, -16]",Fall
1979.9864253393664,-18.0,"(-48, -16]",Winter
1271.3888888888887,-18.0,"(-48, -16]",Fall
473.54524675109496,-18.0,"(-48, -16]",Fall
1694.6570512820515,-18.0,"(-48, -16]",Winter
-10140.867826086955,-18.0,"(-48, -16]",Fall
975.228770607579,-18.0,"(-48, -16]",Fall
-1174.535,-18.0,"(-48, -16]",Fall
-2518.2352941176473,-18.0,"(-48, -16]",Winter
-5125.152842944287,-18.0,"(-48, -16]",Fall
-8004.027777777777,-18.0,"(-48, -16]",Winter
-564.6959062766359,-18.0,"(-48, -16]",Fall
-52.461666666666595,-18.0,"(-48, -16]",Winter
-342.125,-18.0,"(-48, -16]",Summer
-225.78571428571468,-18.0,"(-48, -16]",Summer
3394.7569230769236,-18.0,"(-48, -16]",Spring
1198.8282828282827,-18.0,"(-48, -16]",Spring
2551.740869565217,-18.0,"(-48, -16]",Summer
400.40118577075106,-18.0,"(-48, -16]",Spring
4440.968430292857,-18.0,"(-48, -16]",Spring
-606.7216350857698,-18.0,"(-48, -16]",Spring
-1811.6764705882351,-18.0,"(-48, -16]",Winter
1201.2101244134642,-18.0,"(-48, -16]",Summer
-2752.25127992381,-18.0,"(-48, -16]",Spring
767.3599999999999,-18.0,"(-48, -16]",Summer
-2445.696594427244,-18.0,"(-48, -16]",Summer
3965.391304347826,-18.0,"(-48, -16]",Summer
31.77083333333394,-18.0,"(-48, -16]",Summer
-1049.8999811783788,-18.0,"(-48, -16]",Spring
-2832.0595238095248,-18.0,"(-48, -16]",Spring
-864.4307975917368,-18.0,"(-48, -16]",Spring
4816.973339523669,-18.0,"(-48, -16]",Winter
-2952.1617391304353,-18.0,"(-48, -16]",Summer
-93.771929824562,-18.0,"(-48, -16]",Summer
-4835.380952380952,-18.0,"(-48, -16]",Summer
-1297.8999999999996,-18.0,"(-48, -16]",Summer
2373.26,-18.0,"(-48, -16]",Spring
-3641.2237268665226,-18.0,"(-48, -16]",Summer
1029.6456828829332,-18.0,"(-48, -16]",Winter
-5226.666666666666,-18.0,"(-48, -16]",Spring
-5289.0317460317465,-18.0,"(-48, -16]",Spring
-1512.6008603178616,-18.0,"(-48, -16]",Spring
-11940.119772186,-18.0,"(-48, -16]",Summer
-2906.219047619047,-18.0,"(-48, -16]",Spring
-3607.4496770350315,-18.0,"(-48, -16]",Spring
-837.4730769230772,-18.0,"(-48, -16]",Spring
-859.4324953677188,-18.0,"(-48, -16]",Spring
2048.0568812508122,-18.0,"(-48, -16]",Fall
576.2440476190478,-18.0,"(-48, -16]",Winter
523.30588791275,-18.0,"(-48, -16]",Fall
-1189.4466666666665,-18.0,"(-48, -16]",Summer
-2953.7638753250844,-18.0,"(-48, -16]",Fall
-6323.63758372325,-18.0,"(-48, -16]",Spring
2296.1669937520514,-18.0,"(-48, -16]",Spring
2478.888111888112,-18.0,"(-48, -16]",Spring
667.4747474747472,-18.0,"(-48, -16]",Fall
625.2876923076923,-18.0,"(-48, -16]",Spring
-5069.212374581939,-18.0,"(-48, -16]",Fall
8804.089743589742,-18.0,"(-48, -16]",Spring
-14490.846984912,-18.0,"(-48, -16]",Winter
758.5714285714295,-18.0,"(-48, -16]",Spring
-622.0640701282,-18.0,"(-48, -16]",Winter
4431.968457035,-18.0,"(-48, -16]",Spring
201.6333333333337,-18.0,"(-48, -16]",Summer
-260.6214285714286,-18.0,"(-48, -16]",Summer
2.1818181818180165,-18.0,"(-48, -16]",Summer
-1646.8615384615375,-18.0,"(-48, -16]",Fall
3950.4471494867503,-18.0,"(-48, -16]",Summer
-605.9876923076927,-18.0,"(-48, -16]",Fall
-2352.159090909091,-18.0,"(-48, -16]",Fall
1404.4444444444448,-18.0,"(-48, -16]",Spring
-5415.959999999999,-18.0,"(-48, -16]",Spring
-4430.825396825398,-18.0,"(-48, -16]",Spring
337.4819751315779,-17.0,"(-48, -16]",Spring
-1925.7458201311813,-17.0,"(-48, -16]",Summer
-2604.107142857143,-17.0,"(-48, -16]",Summer
-2214.2857142857133,-17.0,"(-48, -16]",Summer
-1598.2353846153853,-17.0,"(-48, -16]",Winter
653.6987179487177,-17.0,"(-48, -16]",Spring
427.47392442417055,-17.0,"(-48, -16]",Winter
-1733.4426877470362,-17.0,"(-48, -16]",Summer
-4937.576666666666,-17.0,"(-48, -16]",Spring
505.4238095238088,-17.0,"(-48, -16]",Summer
1758.577777777778,-17.0,"(-48, -16]",Winter
-503.57072929919195,-17.0,"(-48, -16]",Spring
5895.84,-17.0,"(-48, -16]",Spring
-2292.2105263157896,-17.0,"(-48, -16]",Spring
311.4707692307693,-17.0,"(-48, -16]",Winter
-1641.083333333333,-17.0,"(-48, -16]",Spring
3913.037267080745,-17.0,"(-48, -16]",Winter
-998.7762237762244,-17.0,"(-48, -16]",Summer
-91.04819772677706,-17.0,"(-48, -16]",Spring
4573.380952380953,-17.0,"(-48, -16]",Spring
922.9000000000003,-17.0,"(-48, -16]",Spring
-248.1955555555556,-17.0,"(-48, -16]",Summer
-265.0,-17.0,"(-48, -16]",Summer
-2114.752941176471,-17.0,"(-48, -16]",Fall
265.52499999999964,-17.0,"(-48, -16]",Fall
5374.799999999998,-17.0,"(-48, -16]",Fall
122.36363636363606,-17.0,"(-48, -16]",Winter
-790.3200000000003,-17.0,"(-48, -16]",Fall
-2704.7641538742937,-17.0,"(-48, -16]",Spring
-4937.293846153845,-17.0,"(-48, -16]",Spring
-1302.0,-17.0,"(-48, -16]",Winter
501.95807679333296,-17.0,"(-48, -16]",Fall
-229.83975230140004,-17.0,"(-48, -16]",Fall
-459.07999999999987,-17.0,"(-48, -16]",Winter
-2393.1061538461545,-17.0,"(-48, -16]",Fall
-293.782608695652,-17.0,"(-48, -16]",Winter
2627.7615384615383,-17.0,"(-48, -16]",Fall
-1577.094029577076,-17.0,"(-48, -16]",Summer
-2786.818461538461,-17.0,"(-48, -16]",Summer
-4354.219999999998,-17.0,"(-48, -16]",Summer
-392.8752577008213,-17.0,"(-48, -16]",Summer
-457.5398550724631,-17.0,"(-48, -16]",Fall
3901.08,-17.0,"(-48, -16]",Winter
3816.568181818182,-17.0,"(-48, -16]",Summer
7443.630286949061,-17.0,"(-48, -16]",Spring
1227.6762113081945,-17.0,"(-48, -16]",Winter
-3902.3333618163347,-17.0,"(-48, -16]",Winter
-247.19237723178546,-17.0,"(-48, -16]",Summer
3441.590909090909,-17.0,"(-48, -16]",Fall
-472.64253470809484,-17.0,"(-48, -16]",Summer
-540.0,-17.0,"(-48, -16]",Winter
-767.2993017578392,-17.0,"(-48, -16]",Spring
2.7199999999998,-17.0,"(-48, -16]",Spring
-1630.029411764706,-17.0,"(-48, -16]",Fall
-24.866666666666788,-17.0,"(-48, -16]",Summer
2034.6666666666665,-17.0,"(-48, -16]",Summer
246.45692307692295,-17.0,"(-48, -16]",Winter
-3768.4545454545455,-17.0,"(-48, -16]",Summer
9054.857142857143,-17.0,"(-48, -16]",Spring
-5435.380952380952,-17.0,"(-48, -16]",Spring
1092.6089743589746,-17.0,"(-48, -16]",Winter
-384.0933014354068,-17.0,"(-48, -16]",Fall
245.11538461538484,-17.0,"(-48, -16]",Winter
-555.0087155002125,-17.0,"(-48, -16]",Fall
2183.0362361662355,-17.0,"(-48, -16]",Winter
6754.266666666666,-17.0,"(-48, -16]",Winter
1521.6628571428573,-17.0,"(-48, -16]",Winter
2521.1636363636358,-17.0,"(-48, -16]",Fall
-1395.7631959478185,-17.0,"(-48, -16]",Winter
876.8429497135521,-17.0,"(-48, -16]",Winter
-3141.2916250116277,-17.0,"(-48, -16]",Fall
1834.6014492753625,-17.0,"(-48, -16]",Winter
947.6086956521741,-17.0,"(-48, -16]",Winter
875.500496419967,-17.0,"(-48, -16]",Winter
-86.36766550785342,-17.0,"(-48, -16]",Winter
668.6285714285714,-17.0,"(-48, -16]",Winter
1476.8418893817493,-17.0,"(-48, -16]",Fall
-4189.5970787653605,-17.0,"(-48, -16]",Fall
2518.152355583692,-17.0,"(-48, -16]",Winter
-3.221153846154266,-17.0,"(-48, -16]",Fall
-4057.5446153846146,-17.0,"(-48, -16]",Winter
1367.0277777777776,-17.0,"(-48, -16]",Winter
-938.9061538461548,-17.0,"(-48, -16]",Winter
-622.6293995859214,-16.0,"(-48, -16]",Summer
2488.7333333333336,-16.0,"(-48, -16]",Fall
1866.2962639137884,-16.0,"(-48, -16]",Spring
579.7352941176467,-16.0,"(-48, -16]",Fall
-8103.672157586163,-16.0,"(-48, -16]",Fall
-1259.3309090909088,-16.0,"(-48, -16]",Fall
1874.6805555555552,-16.0,"(-48, -16]",Winter
-1378.455882352941,-16.0,"(-48, -16]",Winter
-584.7281538721736,-16.0,"(-48, -16]",Winter
458.229468599034,-16.0,"(-48, -16]",Spring
4936.0894900111525,-16.0,"(-48, -16]",Winter
-1585.7307692307693,-16.0,"(-48, -16]",Spring
2453.523076923077,-16.0,"(-48, -16]",Fall
5413.454545454546,-16.0,"(-48, -16]",Fall
-3212.4069264069262,-16.0,"(-48, -16]",Summer
-2298.678571428572,-16.0,"(-48, -16]",Fall
-2265.5934065934052,-16.0,"(-48, -16]",Summer
-295.4630394449937,-16.0,"(-48, -16]",Summer
-744.2777777777774,-16.0,"(-48, -16]",Fall
-2787.842948717949,-16.0,"(-48, -16]",Summer
3874.876811594204,-16.0,"(-48, -16]",Summer
-775.090909090909,-16.0,"(-48, -16]",Summer
-5723.377391304348,-16.0,"(-48, -16]",Fall
271.39393939393904,-16.0,"(-48, -16]",Spring
-1969.38,-16.0,"(-48, -16]",Fall
-1069.608333333333,-16.0,"(-48, -16]",Spring
5922.950000000002,-16.0,"(-48, -16]",Winter
-2491.0526315789475,-16.0,"(-48, -16]",Fall
2172.672727272727,-16.0,"(-48, -16]",Fall
-769.3486628826922,-16.0,"(-48, -16]",Summer
5216.0,-16.0,"(-48, -16]",Spring
-2328.654860721665,-16.0,"(-48, -16]",Summer
-3097.0133333333333,-16.0,"(-48, -16]",Fall
-2444.5224368055833,-16.0,"(-48, -16]",Spring
-8.175000000000182,-16.0,"(-48, -16]",Spring
-963.8475208310527,-16.0,"(-48, -16]",Fall
924.8823529411766,-16.0,"(-48, -16]",Fall
-4013.175671827954,-16.0,"(-48, -16]",Fall
371.52272727272697,-16.0,"(-48, -16]",Winter
3561.643076923077,-16.0,"(-48, -16]",Winter
748.5555555555558,-16.0,"(-48, -16]",Spring
1219.0515797928333,-16.0,"(-48, -16]",Winter
529.2539583842663,-16.0,"(-48, -16]",Summer
-257.7179487179488,-16.0,"(-48, -16]",Winter
1366.0905263157902,-16.0,"(-48, -16]",Fall
4286.519565217392,-16.0,"(-48, -16]",Fall
9089.029304029304,-16.0,"(-48, -16]",Spring
2495.755384615385,-16.0,"(-48, -16]",Winter
1014.1223776223778,-16.0,"(-48, -16]",Spring
795.3384615384613,-16.0,"(-48, -16]",Summer
-1963.457142857143,-16.0,"(-48, -16]",Fall
3896.083333333333,-16.0,"(-48, -16]",Spring
-350.6730769230772,-16.0,"(-48, -16]",Winter
1607.7321354333326,-16.0,"(-48, -16]",Spring
-234.38655462184943,-16.0,"(-48, -16]",Winter
1082.4696356275304,-16.0,"(-48, -16]",Spring
710.396825396826,-16.0,"(-48, -16]",Summer
2780.777777777777,-16.0,"(-48, -16]",Winter
-438.8852592595733,-16.0,"(-48, -16]",Winter
-5094.557692307692,-16.0,"(-48, -16]",Spring
830.0769230769229,-16.0,"(-48, -16]",Fall
3049.5,-16.0,"(-48, -16]",Winter
-845.5777777777785,-16.0,"(-48, -16]",Summer
155.55555555555566,-16.0,"(-48, -16]",Fall
2111.815384615385,-16.0,"(-48, -16]",Spring
3391.0213675213677,-16.0,"(-48, -16]",Winter
716.0175438596489,-16.0,"(-48, -16]",Fall
1240.746352445024,-16.0,"(-48, -16]",Spring
-3278.976009119609,-16.0,"(-48, -16]",Summer
553.3604099209897,-16.0,"(-48, -16]",Spring
-14.956043956043684,-16.0,"(-48, -16]",Spring
-613.6506410256411,-16.0,"(-48, -16]",Summer
-1425.9215074970707,-16.0,"(-48, -16]",Summer
1376.1076923076926,-16.0,"(-48, -16]",Winter
-1870.666666666667,-16.0,"(-48, -16]",Summer
-118.76178397605145,-16.0,"(-48, -16]",Spring
-140.35314685314734,-16.0,"(-48, -16]",Winter
2034.2012987012986,-16.0,"(-48, -16]",Spring
-4396.078947368423,-16.0,"(-48, -16]",Summer
1979.0,-16.0,"(-48, -16]",Summer
947.1727542172994,-16.0,"(-48, -16]",Winter
-1523.7199999999993,-16.0,"(-48, -16]",Winter
2226.2,-16.0,"(-48, -16]",Winter
-1085.9214285714295,-16.0,"(-48, -16]",Fall
-1617.0430651782008,-16.0,"(-48, -16]",Fall
796.5999999999998,-16.0,"(-48, -16]",Fall
3258.4375,-16.0,"(-48, -16]",Winter
3887.6753246753246,-16.0,"(-48, -16]",Fall
1321.4618181818178,-16.0,"(-48, -16]",Spring
-483.6083033154764,-16.0,"(-48, -16]",Summer
-275.3478260869565,-16.0,"(-48, -16]",Spring
672.4320533181935,-16.0,"(-48, -16]",Fall
-4131.24,-16.0,"(-48, -16]",Spring
-622.2857142857147,-16.0,"(-48, -16]",Fall
-565.0595238095239,-16.0,"(-48, -16]",Fall
-64.48674465569911,-16.0,"(-48, -16]",Fall
-1350.5554589820013,-16.0,"(-48, -16]",Fall
-3318.512054443143,-16.0,"(-48, -16]",Fall
1129.7777777777776,-16.0,"(-48, -16]",Summer
4781.827632022308,-16.0,"(-48, -16]",Winter
-913.956043956044,-16.0,"(-48, -16]",Spring
-3887.3780970250673,-16.0,"(-48, -16]",Fall
2880.7166666666667,-16.0,"(-48, -16]",Winter
-4637.746051583866,-16.0,"(-48, -16]",Summer
843.0472038768463,-16.0,"(-48, -16]",Summer
809.637100754001,-16.0,"(-48, -16]",Fall
668.0183661322135,-16.0,"(-48, -16]",Summer
1672.5,-16.0,"(-48, -16]",Summer
-1709.8799999999994,-16.0,"(-48, -16]",Winter
-540.95261235813,-16.0,"(-48, -16]",Spring
-6304.487969835113,-16.0,"(-48, -16]",Winter
-3049.584615384615,-16.0,"(-48, -16]",Spring
800.7349999999997,-15.0,"(-16, 16]",Fall
5834.574028523097,-15.0,"(-16, 16]",Spring
701.7653846153844,-15.0,"(-16, 16]",Winter
6142.265882352939,-15.0,"(-16, 16]",Spring
3026.0,-15.0,"(-16, 16]",Fall
643.3274777478217,-15.0,"(-16, 16]",Summer
1941.2037495667953,-15.0,"(-16, 16]",Winter
-3683.150000000001,-15.0,"(-16, 16]",Spring
3908.916666666666,-15.0,"(-16, 16]",Summer
-4415.90909090909,-15.0,"(-16, 16]",Fall
939.9066666666658,-15.0,"(-16, 16]",Summer
-1152.25,-15.0,"(-16, 16]",Winter
2064.754999999999,-15.0,"(-16, 16]",Spring
557.8342857142852,-15.0,"(-16, 16]",Summer
425.1571428571433,-15.0,"(-16, 16]",Fall
-1056.6681840306344,-15.0,"(-16, 16]",Summer
642.1756798837541,-15.0,"(-16, 16]",Winter
-3710.7485714285713,-15.0,"(-16, 16]",Winter
1236.636363636364,-15.0,"(-16, 16]",Fall
-444.5,-15.0,"(-16, 16]",Summer
2183.6666666666665,-15.0,"(-16, 16]",Fall
-730.0669856459335,-15.0,"(-16, 16]",Fall
-1196.5500000000004,-15.0,"(-16, 16]",Fall
3985.5111868656,-15.0,"(-16, 16]",Summer
-902.728244357222,-15.0,"(-16, 16]",Winter
1410.98857142857,-15.0,"(-16, 16]",Spring
-983.9789123543646,-15.0,"(-16, 16]",Winter
-804.1309523809523,-15.0,"(-16, 16]",Summer
-5805.56,-15.0,"(-16, 16]",Spring
-228.21384631065484,-15.0,"(-16, 16]",Fall
968.0,-15.0,"(-16, 16]",Fall
-976.9882943143813,-15.0,"(-16, 16]",Summer
-806.8557692307692,-15.0,"(-16, 16]",Fall
5444.627450980392,-15.0,"(-16, 16]",Summer
-3555.817391304349,-15.0,"(-16, 16]",Summer
-1082.5128663572013,-15.0,"(-16, 16]",Spring
168.920676961332,-15.0,"(-16, 16]",Summer
1565.4340782339655,-15.0,"(-16, 16]",Winter
-2438.932971014493,-15.0,"(-16, 16]",Fall
-2392.052614939708,-15.0,"(-16, 16]",Fall
1262.0656565656568,-15.0,"(-16, 16]",Spring
-2002.3803413037624,-15.0,"(-16, 16]",Spring
707.2254401631785,-15.0,"(-16, 16]",Winter
-9599.927272727271,-15.0,"(-16, 16]",Spring
-1022.3014492753628,-15.0,"(-16, 16]",Fall
-3273.3108974358965,-15.0,"(-16, 16]",Spring
-580.6526266361116,-15.0,"(-16, 16]",Winter
-2080.414136190677,-15.0,"(-16, 16]",Winter
-2782.3614395950613,-15.0,"(-16, 16]",Spring
-3159.006493506493,-15.0,"(-16, 16]",Fall
1726.4342105263156,-15.0,"(-16, 16]",Fall
-2492.850000000001,-15.0,"(-16, 16]",Winter
-4935.347337738908,-15.0,"(-16, 16]",Fall
801.7335327148007,-15.0,"(-16, 16]",Winter
2060.8461538461543,-15.0,"(-16, 16]",Fall
791.3999999999997,-15.0,"(-16, 16]",Spring
134.98494492970804,-15.0,"(-16, 16]",Winter
654.242424242424,-15.0,"(-16, 16]",Spring
630.0117647058822,-15.0,"(-16, 16]",Spring
-720.3199999999997,-15.0,"(-16, 16]",Spring
4782.043546081384,-15.0,"(-16, 16]",Spring
2422.147692307692,-15.0,"(-16, 16]",Fall
-10678.333333333334,-15.0,"(-16, 16]",Spring
995.2166666666667,-15.0,"(-16, 16]",Winter
587.9786592382358,-15.0,"(-16, 16]",Spring
-1325.0,-15.0,"(-16, 16]",Spring
-1050.1799999999996,-15.0,"(-16, 16]",Spring
288.1166666666664,-15.0,"(-16, 16]",Spring
-281.677865612648,-15.0,"(-16, 16]",Winter
-941.8923076923074,-15.0,"(-16, 16]",Summer
2494.2142857142867,-15.0,"(-16, 16]",Fall
-7374.3600000000015,-15.0,"(-16, 16]",Spring
-2643.618461538461,-15.0,"(-16, 16]",Fall
-1673.3333333333335,-15.0,"(-16, 16]",Summer
-4019.1449275362324,-15.0,"(-16, 16]",Summer
-5660.612179487181,-15.0,"(-16, 16]",Winter
-751.2795031055897,-15.0,"(-16, 16]",Winter
-374.78507314016406,-15.0,"(-16, 16]",Winter
-2086.0666666666666,-15.0,"(-16, 16]",Spring
579.6355975391381,-15.0,"(-16, 16]",Fall
-498.11950370496834,-15.0,"(-16, 16]",Spring
401.54019927464986,-15.0,"(-16, 16]",Winter
2092.8888888888887,-15.0,"(-16, 16]",Fall
-1662.9528125000393,-15.0,"(-16, 16]",Fall
2203.1482653364446,-15.0,"(-16, 16]",Winter
1616.8000000000004,-15.0,"(-16, 16]",Winter
-1137.0000000000011,-15.0,"(-16, 16]",Fall
1778.75,-15.0,"(-16, 16]",Summer
-1824.5362318840573,-15.0,"(-16, 16]",Fall
-10613.0625,-15.0,"(-16, 16]",Fall
-3625.4107692307703,-15.0,"(-16, 16]",Spring
1199.4285714285716,-15.0,"(-16, 16]",Fall
1135.795384615385,-15.0,"(-16, 16]",Spring
1621.9402324797268,-15.0,"(-16, 16]",Summer
432.4046195490673,-15.0,"(-16, 16]",Spring
1951.323174859922,-15.0,"(-16, 16]",Summer
-550.4927088366658,-15.0,"(-16, 16]",Fall
5977.872727272728,-15.0,"(-16, 16]",Winter
-69.3293138778572,-15.0,"(-16, 16]",Spring
