ws_diff,ws_diff_bin,steps_diff
-41.0,"(-48, -16]",2929.479166666666
-41.0,"(-48, -16]",-1089.2415384615397
-41.0,"(-48, -16]",-3425.2628205128212
-41.0,"(-48, -16]",-9488.583333333332
-41.0,"(-48, -16]",-2097.817318427884
-41.0,"(-48, -16]",794.090909090909
-41.0,"(-48, -16]",930.5369230769228
-41.0,"(-48, -16]",-2939.315293182175
-41.0,"(-48, -16]",-1825.4
-41.0,"(-48, -16]",-1378.79
-41.0,"(-48, -16]",2013.9023391735
-41.0,"(-48, -16]",503.62745098039164
-41.0,"(-48, -16]",-958.7666666666668
-41.0,"(-48, -16]",-1514.811594202898
-41.0,"(-48, -16]",2840.08923076923
-41.0,"(-48, -16]",39.74561403508778
-41.0,"(-48, -16]",1117.1071765507434
-40.0,"(-48, -16]",-686.9047619047619
-40.0,"(-48, -16]",856.2756959859398
-40.0,"(-48, -16]",2118.5714285714284
-40.0,"(-48, -16]",-658.1904761904769
-40.0,"(-48, -16]",-620.5020169075124
-40.0,"(-48, -16]",841.7733333333334
-40.0,"(-48, -16]",-1624.0323076923078
-40.0,"(-48, -16]",2148.2914487151584
-40.0,"(-48, -16]",3008.4411764705883
-40.0,"(-48, -16]",-2214.722222222222
-40.0,"(-48, -16]",-1228.0
-40.0,"(-48, -16]",535.4848484848485
-40.0,"(-48, -16]",-500.6020491571094
-39.0,"(-48, -16]",2084.342857142857
-39.0,"(-48, -16]",-678.8407717857554
-39.0,"(-48, -16]",-2129.7993311036803
-39.0,"(-48, -16]",-2351.25
-39.0,"(-48, -16]",2472.2446153846163
-39.0,"(-48, -16]",2577.305555555557
-39.0,"(-48, -16]",-1576.50700280112
-39.0,"(-48, -16]",423.6570512820512
-39.0,"(-48, -16]",-660.1503496503501
-39.0,"(-48, -16]",2041.2634271099741
-39.0,"(-48, -16]",-592.2862745098041
-38.0,"(-48, -16]",-2618.75
-38.0,"(-48, -16]",5545.916666666666
-38.0,"(-48, -16]",694.205128205129
-38.0,"(-48, -16]",2181.4710500710003
-38.0,"(-48, -16]",34.74434782608705
-38.0,"(-48, -16]",-8167.015151515153
-38.0,"(-48, -16]",-4519.381050748769
-38.0,"(-48, -16]",792.704710144928
-38.0,"(-48, -16]",1754.75
-38.0,"(-48, -16]",579.7272727272725
-38.0,"(-48, -16]",5286.0
-38.0,"(-48, -16]",-1981.0
-38.0,"(-48, -16]",-1673.003105590063
-37.0,"(-48, -16]",-997.6257232673497
-37.0,"(-48, -16]",4405.641538461538
-37.0,"(-48, -16]",-3776.648175603882
-37.0,"(-48, -16]",22157.66666666667
-37.0,"(-48, -16]",-1019.2338029632609
-37.0,"(-48, -16]",134.27272727272702
-37.0,"(-48, -16]",1123.0061538461541
-37.0,"(-48, -16]",-2327.692307692308
-37.0,"(-48, -16]",118.68444420958168
-37.0,"(-48, -16]",-265.27472527472537
-37.0,"(-48, -16]",-482.06547619047615
-37.0,"(-48, -16]",1154.0512820512822
-37.0,"(-48, -16]",-1422.671175732185
-36.0,"(-48, -16]",1553.7784615384617
-36.0,"(-48, -16]",2061.592851561641
-36.0,"(-48, -16]",1708.315019835762
-36.0,"(-48, -16]",-5052.611940656332
-36.0,"(-48, -16]",-2375.253205128205
-36.0,"(-48, -16]",-5113.727272727273
-36.0,"(-48, -16]",469.5454545454545
-36.0,"(-48, -16]",-2472.153343413699
-36.0,"(-48, -16]",3157.875879532397
-36.0,"(-48, -16]",-472.62132426731796
-36.0,"(-48, -16]",1294.0
-36.0,"(-48, -16]",2982.694117647058
-36.0,"(-48, -16]",1595.3529411764707
-36.0,"(-48, -16]",29.324500867989173
-36.0,"(-48, -16]",-1147.0213903743318
-36.0,"(-48, -16]",-3791.81
-36.0,"(-48, -16]",-3477.5666666666657
-35.0,"(-48, -16]",-73.53968253968287
-35.0,"(-48, -16]",1957.7
-35.0,"(-48, -16]",70.14102564102586
-35.0,"(-48, -16]",-699.9230769230771
-35.0,"(-48, -16]",1347.2521739130434
-35.0,"(-48, -16]",3169.0
-35.0,"(-48, -16]",281.37538461538503
-35.0,"(-48, -16]",-4487.75
-35.0,"(-48, -16]",371.5
-35.0,"(-48, -16]",705.7727272727275
-35.0,"(-48, -16]",377.6175470422263
-35.0,"(-48, -16]",-4339.291341147001
-35.0,"(-48, -16]",402.051428571428
-35.0,"(-48, -16]",366.23999999999984
-35.0,"(-48, -16]",874.4300000000003
-35.0,"(-48, -16]",384.0
-34.0,"(-48, -16]",-1318.7402502650748
-34.0,"(-48, -16]",1472.5133779264215
-34.0,"(-48, -16]",-1035.3333333333335
-34.0,"(-48, -16]",642.090909090909
-34.0,"(-48, -16]",1020.5
-34.0,"(-48, -16]",1294.2726693175418
-34.0,"(-48, -16]",-2321.21380286784
-34.0,"(-48, -16]",-4327.359286436233
-34.0,"(-48, -16]",-555.7285714285717
-34.0,"(-48, -16]",-2866.0169230769234
-34.0,"(-48, -16]",1526.092307692307
-34.0,"(-48, -16]",-5449.807692307692
-33.0,"(-48, -16]",-3579.482180045277
-33.0,"(-48, -16]",-1239.458082846212
-33.0,"(-48, -16]",2283.5526315789475
-33.0,"(-48, -16]",-3.3226734801003204
-33.0,"(-48, -16]",-132.86478069275378
-33.0,"(-48, -16]",3746.666666666666
-33.0,"(-48, -16]",13998.308571428572
-33.0,"(-48, -16]",-370.23352676900026
-33.0,"(-48, -16]",-1357.1315789473686
-33.0,"(-48, -16]",-2965.2292307692296
-33.0,"(-48, -16]",-79.9250000000002
-33.0,"(-48, -16]",-989.0714285714283
-33.0,"(-48, -16]",-356.6785714285716
-33.0,"(-48, -16]",55.35426410182481
-33.0,"(-48, -16]",1339.8739905104296
-33.0,"(-48, -16]",1282.3653846153848
-33.0,"(-48, -16]",-1675.2315789473682
-33.0,"(-48, -16]",-9510.012307692308
-33.0,"(-48, -16]",-855.7142857142853
-33.0,"(-48, -16]",-505.1052631578948
-32.0,"(-48, -16]",-4399.5615384615385
-32.0,"(-48, -16]",3762.5658307801427
-32.0,"(-48, -16]",-3016.666666666667
-32.0,"(-48, -16]",1618.0
-32.0,"(-48, -16]",3758.841177469404
-32.0,"(-48, -16]",7191.727272727273
-32.0,"(-48, -16]",1165.166666666667
-32.0,"(-48, -16]",-2406.990384615385
-32.0,"(-48, -16]",1420.9703557312255
-32.0,"(-48, -16]",-1420.125
-32.0,"(-48, -16]",-1294.6666666666665
-32.0,"(-48, -16]",5686.93
-32.0,"(-48, -16]",2217.3892307692317
-32.0,"(-48, -16]",1400.25
-32.0,"(-48, -16]",-564.0
-31.0,"(-48, -16]",-5756.5669485511535
-31.0,"(-48, -16]",-515.0555555555558
-31.0,"(-48, -16]",987.9766527243482
-31.0,"(-48, -16]",489.8809523809523
-31.0,"(-48, -16]",1889.75
-31.0,"(-48, -16]",2357.5263157894738
-31.0,"(-48, -16]",1421.875
-31.0,"(-48, -16]",3398.333333333333
-31.0,"(-48, -16]",-6141.075
-31.0,"(-48, -16]",-3629.077898550725
-31.0,"(-48, -16]",-1040.833333333333
-31.0,"(-48, -16]",-2611.978260869565
-31.0,"(-48, -16]",-3114.336923076923
-31.0,"(-48, -16]",-2198.5966666666664
-31.0,"(-48, -16]",1783.8535664218455
-30.0,"(-48, -16]",1087.788461538461
-30.0,"(-48, -16]",876.038461538461
-30.0,"(-48, -16]",721.7982456140352
-30.0,"(-48, -16]",-158.87488047424176
-30.0,"(-48, -16]",2044.2564102564106
-30.0,"(-48, -16]",679.1846153846154
-30.0,"(-48, -16]",212.7066666666669
-30.0,"(-48, -16]",-4148.833333333333
-30.0,"(-48, -16]",1667.2661538461546
-30.0,"(-48, -16]",-407.8487378200007
-30.0,"(-48, -16]",448.0662565661905
-30.0,"(-48, -16]",210.66666666666674
-30.0,"(-48, -16]",19.38461538461525
-30.0,"(-48, -16]",487.8970588235293
-30.0,"(-48, -16]",-1013.2207792207788
-30.0,"(-48, -16]",-337.22916666666697
-30.0,"(-48, -16]",1665.2800000000002
-29.0,"(-48, -16]",-7566.644444444444
-29.0,"(-48, -16]",1223.857142857143
-29.0,"(-48, -16]",-202.53322488759068
-29.0,"(-48, -16]",-1627.8666666666666
-29.0,"(-48, -16]",4369.75
-29.0,"(-48, -16]",78.53170009919177
-29.0,"(-48, -16]",-211.52553830773377
-29.0,"(-48, -16]",127.43000000000029
-29.0,"(-48, -16]",-2485.6481973679042
-29.0,"(-48, -16]",781.9230769230771
-29.0,"(-48, -16]",-2478.989400620223
-29.0,"(-48, -16]",63.875
-29.0,"(-48, -16]",-17893.409987689738
-29.0,"(-48, -16]",-3683.25
-29.0,"(-48, -16]",1136.9707692307693
-29.0,"(-48, -16]",2450.529411764705
-29.0,"(-48, -16]",-528.6590476190477
-29.0,"(-48, -16]",3403.5538461538454
-29.0,"(-48, -16]",468.70000000000067
-29.0,"(-48, -16]",2096.6578947368416
-29.0,"(-48, -16]",-1409.2049841879166
-29.0,"(-48, -16]",-9848.728900255755
-29.0,"(-48, -16]",-1961.787878787878
-29.0,"(-48, -16]",-583.5952380952381
-29.0,"(-48, -16]",-1299.5714285714284
-29.0,"(-48, -16]",6779.32
-29.0,"(-48, -16]",-2123.4047619047624
-29.0,"(-48, -16]",-3021.970912560791
-29.0,"(-48, -16]",-645.393939393939
-28.0,"(-48, -16]",-649.5357820089897
-28.0,"(-48, -16]",-795.5249999999997
-28.0,"(-48, -16]",1748.7227696304162
-28.0,"(-48, -16]",-2529.376923076923
-28.0,"(-48, -16]",2068.28
-28.0,"(-48, -16]",2006.7999999999995
-28.0,"(-48, -16]",-1118.7399999999998
-28.0,"(-48, -16]",784.4812030075187
-28.0,"(-48, -16]",-1648.7842105263155
-28.0,"(-48, -16]",-4402.3110656741665
-28.0,"(-48, -16]",4971.921052631577
-28.0,"(-48, -16]",678.039999999999
-28.0,"(-48, -16]",-206.5511111111109
-28.0,"(-48, -16]",1057.4685714285715
-28.0,"(-48, -16]",423.8076923076923
-28.0,"(-48, -16]",-1515.028985507246
-28.0,"(-48, -16]",50.03884822290911
-28.0,"(-48, -16]",3376.66650509781
-28.0,"(-48, -16]",-5540.107692307692
-28.0,"(-48, -16]",3086.0134183474993
-28.0,"(-48, -16]",-2126.6608187134507
-28.0,"(-48, -16]",-202.5
-28.0,"(-48, -16]",-702.9761904761908
-28.0,"(-48, -16]",-3769.708333333333
-28.0,"(-48, -16]",2347.844444444444
-28.0,"(-48, -16]",-737.6555183946492
-27.0,"(-48, -16]",-3833.083333333334
-27.0,"(-48, -16]",3995.858181818182
-27.0,"(-48, -16]",-79.01724064979953
-27.0,"(-48, -16]",-574.9368421052632
-27.0,"(-48, -16]",4564.538461538462
-27.0,"(-48, -16]",4950.010769230769
-27.0,"(-48, -16]",1578.863354037267
-27.0,"(-48, -16]",-1573.074411334261
-27.0,"(-48, -16]",-2371.3125
-27.0,"(-48, -16]",260.61054629471533
-27.0,"(-48, -16]",-441.666666666666
-27.0,"(-48, -16]",2532.536807977069
-27.0,"(-48, -16]",-4216.07
-27.0,"(-48, -16]",1070.166666666667
-27.0,"(-48, -16]",1252.6666666666667
-27.0,"(-48, -16]",4318.693846153846
-26.0,"(-48, -16]",2641.3286713286725
-26.0,"(-48, -16]",2268.489029543301
-26.0,"(-48, -16]",-48.423506311048186
-26.0,"(-48, -16]",286.77666666666664
-26.0,"(-48, -16]",628.8611111111109
-26.0,"(-48, -16]",-348.66666666666697
-26.0,"(-48, -16]",-4942.347222222223
-26.0,"(-48, -16]",-1460.6666666666665
-26.0,"(-48, -16]",-312.6618357487923
-26.0,"(-48, -16]",760.6736842105262
-26.0,"(-48, -16]",1788.111383492036
-26.0,"(-48, -16]",1060.5673076923076
-26.0,"(-48, -16]",-3361.9772727272716
-26.0,"(-48, -16]",-396.3853754940714
-26.0,"(-48, -16]",-508.53846153846143
-26.0,"(-48, -16]",6094.785714285714
-26.0,"(-48, -16]",-344.45690378288515
-26.0,"(-48, -16]",-2767.7402065128267
-26.0,"(-48, -16]",-3130.1256038647352
-26.0,"(-48, -16]",-1892.3166666666666
-26.0,"(-48, -16]",-3578.75
-26.0,"(-48, -16]",-1787.964705882353
-26.0,"(-48, -16]",1164.1904761904761
-26.0,"(-48, -16]",1338.3461538461545
-26.0,"(-48, -16]",1137.8727283756525
-26.0,"(-48, -16]",688.730769230769
-25.0,"(-48, -16]",8743.464863706346
-25.0,"(-48, -16]",1249.6107692307687
-25.0,"(-48, -16]",3512.5561497326207
-25.0,"(-48, -16]",2544.3976470588227
-25.0,"(-48, -16]",-6038.4850000000015
-25.0,"(-48, -16]",2243.163043478261
-25.0,"(-48, -16]",-459.4832271819214
-25.0,"(-48, -16]",-722.041666666667
-25.0,"(-48, -16]",4706.917112299465
-25.0,"(-48, -16]",929.3786231884056
-25.0,"(-48, -16]",92.9416666666666
-25.0,"(-48, -16]",-9555.925
-25.0,"(-48, -16]",-160.98964803312631
-25.0,"(-48, -16]",5307.5
-25.0,"(-48, -16]",-1238.4615384615379
-25.0,"(-48, -16]",5868.08
-25.0,"(-48, -16]",-2017.3936842105268
-25.0,"(-48, -16]",-4600.088235294118
-25.0,"(-48, -16]",-2521.9083333333333
-25.0,"(-48, -16]",-1371.9328722453085
-25.0,"(-48, -16]",-341.2857142857147
-25.0,"(-48, -16]",-3858.069597069596
-25.0,"(-48, -16]",-898.6923076923076
-25.0,"(-48, -16]",-2076.625
-25.0,"(-48, -16]",-188.30000000000015
-25.0,"(-48, -16]",1958.2000000000005
-25.0,"(-48, -16]",-2060.608695652174
-25.0,"(-48, -16]",2070.18733774314
-25.0,"(-48, -16]",-691.791666666667
-25.0,"(-48, -16]",-492.318181818182
-25.0,"(-48, -16]",-1489.5438596491224
-25.0,"(-48, -16]",280.6283333333331
-25.0,"(-48, -16]",4893.8394648829435
-25.0,"(-48, -16]",-6043.363636363636
-25.0,"(-48, -16]",-3706.994285714285
-25.0,"(-48, -16]",-2949.550476190477
-25.0,"(-48, -16]",1505.0
-25.0,"(-48, -16]",-1583.1858974358975
-24.0,"(-48, -16]",1363.2788461538455
-24.0,"(-48, -16]",606.666666666667
-24.0,"(-48, -16]",-1242.4133333333334
-24.0,"(-48, -16]",113.66476190476169
-24.0,"(-48, -16]",1565.8794343085722
-24.0,"(-48, -16]",-169.1262626262624
-24.0,"(-48, -16]",529.8351648351651
-24.0,"(-48, -16]",198.0
-24.0,"(-48, -16]",-340.5217426718
-24.0,"(-48, -16]",1143.6054679211888
-24.0,"(-48, -16]",-5619.16
-24.0,"(-48, -16]",1504.318181818182
-24.0,"(-48, -16]",699.2134387351781
-24.0,"(-48, -16]",4891.07704286344
-24.0,"(-48, -16]",1189.7000000000007
-24.0,"(-48, -16]",-3813.3339724597054
-24.0,"(-48, -16]",4437.293333333333
-24.0,"(-48, -16]",385.625
-24.0,"(-48, -16]",2948.240000000001
-24.0,"(-48, -16]",3679.6349206349214
-24.0,"(-48, -16]",-623.7714285714283
-24.0,"(-48, -16]",-3940.268939393939
-23.0,"(-48, -16]",-1658.148351648351
-23.0,"(-48, -16]",1222.799532376923
-23.0,"(-48, -16]",1803.989069287101
-23.0,"(-48, -16]",-1543.2133333333331
-23.0,"(-48, -16]",-429.42045454545496
-23.0,"(-48, -16]",-75.56651290915123
-23.0,"(-48, -16]",-6424.1168831168825
-23.0,"(-48, -16]",-4786.03090909091
-23.0,"(-48, -16]",2460.8939393939395
-23.0,"(-48, -16]",-1220.5422202266673
-23.0,"(-48, -16]",-1607.0570617670005
-23.0,"(-48, -16]",3608.627692307692
-23.0,"(-48, -16]",-3133.833333333334
-23.0,"(-48, -16]",-308.1785714285716
-23.0,"(-48, -16]",-716.3800000000001
-23.0,"(-48, -16]",5462.148571428572
-23.0,"(-48, -16]",8029.942857142856
-23.0,"(-48, -16]",3294.3051282051274
-23.0,"(-48, -16]",6951.875
-23.0,"(-48, -16]",511.0461538461541
-23.0,"(-48, -16]",2887.9666666666662
-23.0,"(-48, -16]",2029.3927116139484
-23.0,"(-48, -16]",664.8363308049767
-23.0,"(-48, -16]",-1564.3543948366332
-23.0,"(-48, -16]",448.46279038332335
-23.0,"(-48, -16]",44.53442028985501
-23.0,"(-48, -16]",1736.8000000000004
-23.0,"(-48, -16]",-1541.0340909090899
-23.0,"(-48, -16]",-1748.0309090909095
-23.0,"(-48, -16]",-560.7973856209152
-23.0,"(-48, -16]",1311.8108974358975
-23.0,"(-48, -16]",-6355.5
-23.0,"(-48, -16]",8806.226666666667
-23.0,"(-48, -16]",-208.57608695652198
-22.0,"(-48, -16]",8194.857142857143
-22.0,"(-48, -16]",-2030.666666666667
-22.0,"(-48, -16]",1538.5904761904758
-22.0,"(-48, -16]",-3403.382136273601
-22.0,"(-48, -16]",-1527.2932881690006
-22.0,"(-48, -16]",-553.625
-22.0,"(-48, -16]",40.44227429319472
-22.0,"(-48, -16]",4134.222222222223
-22.0,"(-48, -16]",-2537.678571428572
-22.0,"(-48, -16]",-945.9861538461546
-22.0,"(-48, -16]",4092.7157984739697
-22.0,"(-48, -16]",632.1654870702966
-22.0,"(-48, -16]",-1342.6904761904761
-22.0,"(-48, -16]",982.5
-22.0,"(-48, -16]",-1643.875
-22.0,"(-48, -16]",1527.08
-22.0,"(-48, -16]",1187.1794871794882
-22.0,"(-48, -16]",809.875
-22.0,"(-48, -16]",-1824.746666666667
-22.0,"(-48, -16]",-3371.5509608971342
-22.0,"(-48, -16]",-378.7045454545455
-22.0,"(-48, -16]",2914.5
-22.0,"(-48, -16]",763.0714274785255
-22.0,"(-48, -16]",1497.9102564102575
-22.0,"(-48, -16]",-5719.52
-22.0,"(-48, -16]",5345.78947368421
-22.0,"(-48, -16]",9373.951666666668
-22.0,"(-48, -16]",-2498.0
-22.0,"(-48, -16]",705.291666666667
-22.0,"(-48, -16]",2188.413333333333
-22.0,"(-48, -16]",-282.9151428293889
-22.0,"(-48, -16]",-305.82142857142844
-22.0,"(-48, -16]",-2054.625
-22.0,"(-48, -16]",-1785.0
-22.0,"(-48, -16]",754.5089285714283
-21.0,"(-48, -16]",1391.8816896744156
-21.0,"(-48, -16]",3833.5
-21.0,"(-48, -16]",-2502.0
-21.0,"(-48, -16]",-497.89381937607686
-21.0,"(-48, -16]",-7196.130434782609
-21.0,"(-48, -16]",-2302.0476190476197
-21.0,"(-48, -16]",4780.904035250087
-21.0,"(-48, -16]",-3523.397097490073
-21.0,"(-48, -16]",4665.58
-21.0,"(-48, -16]",-438.29523809523835
-21.0,"(-48, -16]",-691.292490118577
-21.0,"(-48, -16]",-1282.0
-21.0,"(-48, -16]",2518.4457142857136
-21.0,"(-48, -16]",960.6428571428572
-21.0,"(-48, -16]",4041.986111111111
-21.0,"(-48, -16]",-3036.5
-21.0,"(-48, -16]",-167.37967265806586
-21.0,"(-48, -16]",1140.3958333333335
-21.0,"(-48, -16]",-1365.097768931922
-21.0,"(-48, -16]",-2280.670769230769
-21.0,"(-48, -16]",-1109.7866666666666
-21.0,"(-48, -16]",4623.216117216119
-21.0,"(-48, -16]",-1843.4033333333327
-21.0,"(-48, -16]",3600.0628223877284
-20.0,"(-48, -16]",-1428.8152539080677
-20.0,"(-48, -16]",-1084.3688565775117
-20.0,"(-48, -16]",-3289.083333333333
-20.0,"(-48, -16]",-655.6815384615384
-20.0,"(-48, -16]",32.50297619047615
-20.0,"(-48, -16]",-515.0833333333335
-20.0,"(-48, -16]",-3008.068593743035
-20.0,"(-48, -16]",706.75
-20.0,"(-48, -16]",8723.01923076923
-20.0,"(-48, -16]",617.25
-20.0,"(-48, -16]",4248.8
-20.0,"(-48, -16]",-2553.833333333333
-20.0,"(-48, -16]",107.2169230769232
-20.0,"(-48, -16]",-7802.211428571428
-20.0,"(-48, -16]",-726.5416666666661
-20.0,"(-48, -16]",728.3571428571431
-20.0,"(-48, -16]",1164.393939393939
-20.0,"(-48, -16]",1330.3469941455994
-20.0,"(-48, -16]",855.625
-20.0,"(-48, -16]",-1482.2177777777772
-20.0,"(-48, -16]",-551.8643877993145
-20.0,"(-48, -16]",2271.333333333333
-20.0,"(-48, -16]",-927.25
-20.0,"(-48, -16]",-793.3999999999997
-20.0,"(-48, -16]",-1680.4142752919358
-20.0,"(-48, -16]",-1027.7083333333335
-20.0,"(-48, -16]",-1038.6666666666667
-20.0,"(-48, -16]",2079.791666666666
-20.0,"(-48, -16]",1346.336651609975
-19.0,"(-48, -16]",5228.5274633538065
-19.0,"(-48, -16]",923.2198643463244
-19.0,"(-48, -16]",-310.6479404541697
-19.0,"(-48, -16]",3855.650000000001
-19.0,"(-48, -16]",-2062.550769230769
-19.0,"(-48, -16]",-138.21428571428532
-19.0,"(-48, -16]",652.0235769488886
-19.0,"(-48, -16]",-6487.857142857143
-19.0,"(-48, -16]",66.41666666666697
-19.0,"(-48, -16]",-3588.200557669878
-19.0,"(-48, -16]",-5115.861078818083
-19.0,"(-48, -16]",1298.2276923076927
-19.0,"(-48, -16]",-3799.3408695652174
-19.0,"(-48, -16]",778.1188811188816
-19.0,"(-48, -16]",981.25
-19.0,"(-48, -16]",-1303.2142857142853
-19.0,"(-48, -16]",-4168.601538461538
-19.0,"(-48, -16]",511.58347526222224
-19.0,"(-48, -16]",651.1446886446884
-19.0,"(-48, -16]",2630.4444444444434
-19.0,"(-48, -16]",3991.08
-19.0,"(-48, -16]",803.619565217391
-19.0,"(-48, -16]",1261.954545454545
-19.0,"(-48, -16]",-1396.770833333333
-19.0,"(-48, -16]",-4594.696832579185
-19.0,"(-48, -16]",-2384.011363636364
-19.0,"(-48, -16]",77.07142857142844
-19.0,"(-48, -16]",-1260.6
