bottom_ci,mean,move_relative_day_bin,top_ci
225.76834578988837,6484.427534333631,"[-98, -70)",230.2082261178357
249.06690597042507,6364.357898653267,"[-70, -42)",240.18835220014626
239.4759377581022,6636.87003280474,"[-42, -14)",240.7729498169938
211.32915134735413,6723.377903695746,"[14, 42)",234.4569696933304
230.17395188397586,7118.724183799639,"[42, 70)",231.01944029011884
241.01242609599194,6745.563044945128,"[70, 98)",250.36296204743212
