bottom_ci,mean,move_relative_day_bin,top_ci
486.04719536216453,8239.699573848016,"[-98, -70)",493.59538212299594
497.20163390275866,7707.733053739684,"[-70, -42)",470.1775316916128
390.7958188991397,7589.827138479617,"[-42, -14)",382.4863238198941
273.5731410515764,6363.272742790891,"[14, 42)",327.37815787202726
330.56891850169086,6644.866857916158,"[42, 70)",320.13336191032704
649.0889860393954,6228.755861523591,"[70, 98)",636.8453314016597
