bottom_ci,mean,move_relative_day_bin,top_ci
331.9611497653905,5959.929425570901,"[-98, -70)",361.57362533818923
343.2170297571811,5938.224485693826,"[-70, -42)",363.3425736927429
410.9940508185282,5739.363047259832,"[-42, -14)",446.83288253633964
380.8709539811698,6645.77335957431,"[14, 42)",406.69671809186366
494.01864174092043,7402.1905140127465,"[42, 70)",533.3854357175251
570.4630728100265,7256.818053485004,"[70, 98)",561.6885903210177
