bottom_ci,mean,move_relative_day_bin,top_ci
422.5717179594976,5900.384124430081,"[-98, -70)",414.54709087609353
623.6712721590775,7082.043610747305,"[-70, -42)",659.1350325342246
904.6722106490306,6240.687013621462,"[-42, -14)",780.5147764400681
435.79302022669344,5122.87942659878,"[14, 42)",494.89800289045706
354.490489443534,4468.752556171536,"[42, 70)",364.37955699609756
423.47886032656197,4319.382532342005,"[70, 98)",423.04083467471264
