bottom_ci,mean,move_relative_day_bin,top_ci
716.9691483780689,8181.390118218208,"[-98, -70)",718.165084954865
677.2303301211523,8257.641384491917,"[-70, -42)",665.3921814917794
673.200350137974,8100.505352223409,"[-42, -14)",653.4684930092635
626.9503899547917,5668.473875007464,"[14, 42)",723.4130587942836
390.9155174551779,5569.846917105391,"[42, 70)",452.05848418270034
469.9874346628967,5716.077080210483,"[70, 98)",505.74094404174775
