bottom_ci,mean,move_relative_day_bin,top_ci
713.9057230560502,5195.0463034131935,"[-35, -25)",764.7663515428121
841.2628353123591,6155.530874491747,"[-25, -15)",855.2430727415749
829.3487834683756,6803.7109007812105,"[-15, -5)",842.2965125591254
656.4311281441719,3563.6775914887253,"[5, 15)",810.8190363473209
1301.8589479990715,5406.391185717666,"[15, 25)",1415.8422899665738
539.5632497590391,4344.3537234130745,"[25, 35)",574.7681773111099
