bottom_ci,mean,move_relative_day_bin,top_ci
375.8603264542171,6622.070218000168,"[-35, -25)",433.5191488943856
409.21397342917044,6487.012620287606,"[-25, -15)",417.8158007788643
490.526497608661,7195.3520352686155,"[-15, -5)",465.7349029142488
282.1038320279649,5455.735446826215,"[5, 15)",305.1189896340211
351.8481101487441,5900.803363391692,"[15, 25)",367.24425578427963
374.4127119968407,5967.343862871984,"[25, 35)",385.34709100094824
