bottom_ci,mean,move_relative_day_bin,top_ci
673.4628162307267,4174.347825362528,"[-35, -25)",737.483289224434
832.9802462012867,3955.5093537495545,"[-25, -15)",810.7234477546258
955.4921062680005,4389.088943050947,"[-15, -5)",1211.8074814345673
794.6801362360666,6696.944506707876,"[5, 15)",913.2901084179439
838.7730374314478,6178.96899280557,"[15, 25)",875.3457917433307
682.7891967100259,6319.424317413116,"[25, 35)",777.61190183906
